mu,line_id,mean_prob,std_prob,max_prob,min_prob,mean_density,std_density,mask_size,stability_prob,stability_density,type
0.0,34,0.027763795463169396,0.023050633464809924,0.050774119333087536,0.0,0.013881897731584698,0.011525316732404962,2,1.2044699032278172,1.2044698509745981,monochrome
0.0,35,0.22093712131493387,0.1369397083576474,0.3389757930724211,0.0,0.027617140164366734,0.017117463544705926,8,1.6133897344407913,1.6133896519685293,rainbow
0.0,36,0.44524581706464006,0.26531696287513284,1.0,0.21300753916194465,0.05565572713308001,0.033164620359391606,8,1.6781656572633923,1.6781656129874476,rainbow
0.0,37,0.04451912935352182,0.03193929307035208,0.07661455785340537,0.0,0.02225956467676091,0.01596964653517604,2,1.3938670421287451,1.3938669984876115,monochrome
0.0,38,0.07369108145438454,0.049273833944104756,0.11385963292358325,0.0,0.03684554072719227,0.024636916972052378,2,1.4955418334695931,1.495541803117951,monochrome
0.0,39,0.36158659905342433,0.172593369831106,0.5625281494927262,0.0,0.04519832488167804,0.02157417122888825,8,2.0950202044970814,2.0950201195277645,rainbow
0.25,0,0.03257666801315848,0.01717558260121125,0.05353794748253357,0.0,0.01628833400657924,0.008587791300605625,2,1.8966847805311908,1.8966846701020659,monochrome
0.25,1,0.2207710518192198,0.12225749924520878,0.31080782211793007,0.0,0.027596381477402475,0.015282187405651097,8,1.8057873862660767,1.8057872828735573,rainbow
0.25,2,0.4140215318670762,0.29386034089980995,1.0,0.1628718071775696,0.05175269148338452,0.03673254261247624,8,1.408905772008645,1.408905738447328,rainbow
0.25,3,0.4101359337020847,0.2859249538032875,1.0,0.1682892368239981,0.051266991712760585,0.035740619225410934,8,1.4344181115084993,1.43441807639115,rainbow
0.25,4,0.22404512963885295,0.1423549878521459,0.3536380817007058,0.0,0.02800564120485662,0.017794373481518237,8,1.5738481063811038,1.5738480289905163,rainbow
0.25,5,0.2029638839442059,0.13975855946889784,0.35215102134028287,0.0,0.025370485493025736,0.01746981993361223,8,1.4522465261752169,1.452246453437453,rainbow
0.25,6,0.31242667681562364,0.15029600244680524,0.5033759479090438,0.0,0.039053334601952955,0.018787000305850655,8,2.0787424126430736,2.0787423158261533,rainbow
0.25,7,0.4355418561555081,0.276808617007473,1.0,0.21147063225890508,0.054442732019438514,0.034601077125934125,8,1.5734403765700307,1.5734403367805097,rainbow
0.25,8,0.3374143168776891,0.15819345760053785,0.5264392122366354,0.0,0.042176789609711135,0.01977418220006723,8,2.132922055454333,2.132921961073352,rainbow
0.25,9,0.3040060593214388,0.34949287203597335,1.0,0.06982912107001503,0.1520030296607194,0.17474643601798667,2,0.8698490950061445,0.8698490925172553,monochrome
0.25,10,1.0,2.387624894196368e-16,1.0000000000000004,0.9999999999999999,0.04166666666666667,9.813077866773595e-18,24,999999761.2375675,41666666.25778843,hub
0.25,11,0.41011513749965783,0.29536050103932615,1.0,0.1652338213251409,0.05126439218745723,0.03692006262991577,8,1.3885239721222187,1.3885239392144078,rainbow
0.25,12,0.03814285578598195,0.023449478552491923,0.0715240771229351,0.0,0.019071427892990975,0.011724739276245962,2,1.6265971148996607,1.6265970455336418,monochrome
0.25,13,0.4596217991781051,0.26161050413497744,1.0,0.25236054329615,0.057452724897263135,0.03270131301687218,8,1.756893512135394,1.7568934651256067,rainbow
0.25,14,0.316333071183042,0.15015190685445662,0.5020230365781596,0.0,0.03954163389788025,0.018768988356807077,8,2.106753591766986,2.1067534935512877,rainbow
0.25,15,0.4144398142584342,0.292475037339006,1.0,0.17895830095243415,0.05180497678230427,0.03655937966737575,8,1.4170091800383304,1.4170091461241063,rainbow
0.25,16,0.22836980639762933,0.14289476510238833,0.3543944960395909,0.0,0.028546225799703666,0.01786184563779854,8,1.598167746983788,1.598167668694191,rainbow
0.25,17,0.31200839442426564,0.14546600187027972,0.4826405551961625,0.0,0.039001049303033206,0.018183250233784965,8,2.1448887593515664,2.14488865613693,rainbow
0.25,18,0.46678147516272983,0.2586363648103875,1.0,0.2372068823976271,0.05834768439534123,0.032329545601298436,8,1.8047789749139085,1.80477892606752,rainbow
0.25,19,0.27355179131730023,0.1779431555982967,0.4379739218609856,0.0,0.03419397391466253,0.02224289444978709,8,1.5372987449853899,1.5372986845105114,rainbow
0.25,20,0.36909301447869564,0.17604617230547057,0.568058708465604,0.0,0.046136626809836954,0.02200577153818382,8,2.0965693689817124,2.0965692856173046,rainbow
0.25,21,0.41771389207806736,0.2814249698809766,1.0,0.1738709686383566,0.05221423650975842,0.035178121235122074,8,1.4842815503203217,1.4842815134011722,rainbow
0.25,22,0.3614942599002861,0.17012968836077327,0.5667118616683144,0.0,0.045186782487535763,0.02126621104509666,8,2.1248158464200175,2.1248157589942993,rainbow
0.25,23,0.25203146702886836,0.1597696619655345,0.39435331410371954,0.0,0.031503933378608545,0.01997120774569181,8,1.577467601488504,1.5774675323748029,rainbow
0.25,24,0.10598256064059788,0.07475863368440311,0.21756073250783445,0.0,0.05299128032029894,0.037379316842201554,2,1.4176631380175408,1.4176631190543385,monochrome
0.25,25,0.02946344278557907,0.02453361661409237,0.05405176230180085,0.0,0.014731721392789535,0.012266808307046184,2,1.2009416323769129,1.2009415834260568,monochrome
0.25,26,0.25244974942022635,0.15812727742091087,0.4054615905545147,0.0,0.031556218677528294,0.01976590967761386,8,1.596497150531127,1.5964970798571758,rainbow
0.25,27,0.04406896737948149,0.03361661959590283,0.09076905686496277,0.0,0.022034483689740744,0.016808309797951414,2,1.310927945709468,1.3109279067130466,monochrome
0.25,28,0.3302546408930644,0.16073448540303664,0.5415928731351581,0.0,0.04128183011163305,0.02009181067537958,8,2.0546595088807593,2.054659419400174,rainbow
0.25,29,0.039714231137854966,0.03320424513591347,0.07377693264933188,0.0,0.019857115568927483,0.016602122567956734,2,1.1960588105296674,1.1960587745084077,monochrome
0.25,30,0.33352871871269757,0.15840076811364054,0.5235572385504508,0.0,0.041691089839087196,0.019800096014205067,8,2.105600374158638,2.1056002811085723,rainbow
0.25,31,0.21067233487903114,0.13953576006883173,0.4310863966231797,0.0,0.10533616743951557,0.06976788003441586,2,1.5098089068013782,1.509808895981149,monochrome
0.25,32,0.21688545365422826,0.1341846268058543,0.34135846339242126,0.0,0.027110681706778533,0.016773078350731788,8,1.6163211628684477,1.6163210785499402,rainbow
0.25,33,0.04886278221489281,0.036863571816034946,0.09332580222155384,0.0,0.024431391107446406,0.018431785908017473,2,1.3255031588701147,1.3255031229131247,monochrome
0.25,34,0.02780364938017395,0.023092935419690788,0.05057571336371007,0.0,0.013901824690086976,0.011546467709845394,2,1.2039893443982488,1.2039892922615576,monochrome
0.25,35,0.2207918480216466,0.13685542654248198,0.33899644924484995,0.0,0.027598981002705823,0.017106928317810247,8,1.6133218242521619,1.6133217417325836,rainbow
0.25,36,0.4457002294680827,0.2651443867597101,1.0,0.2127907067391514,0.055712528683510336,0.03314304834496376,8,1.6809717649841536,1.6809717206053074,rainbow
0.25,37,0.04453015883319453,0.03194189997815256,0.07664893738342182,0.0,0.022265079416597264,0.01597094998907628,2,1.3940985811599633,1.3940985375151427,monochrome
0.25,38,0.07417628962861501,0.049688258149712394,0.1147553180391486,0.0,0.03708814481430751,0.024844129074856197,2,1.4928333352375933,1.4928333051936085,monochrome
0.25,39,0.3615150561027129,0.1725509128047198,0.5624769766512455,0.0,0.04518938201283911,0.021568864100589974,8,2.0951210754632603,2.0951209904689443,rainbow
0.5,0,0.03263303412965465,0.017161935255166266,0.053408606664166455,0.0,0.016316517064827327,0.008580967627583133,2,1.9014774116662458,1.901477300870047,monochrome
0.5,1,0.22037975202723153,0.121973295607678,0.30917511355535027,0.0,0.027547469003403942,0.01524666195095975,8,1.8067868800502602,1.8067867763594707,rainbow
0.5,2,0.41436321036533796,0.2936965226053049,1.0,0.16304635306181442,0.051795401295667245,0.03671206532566311,8,1.4108550052917737,1.4108549716652783,rainbow
0.5,3,0.40990941186374635,0.28609396629157163,1.0,0.16845555932962547,0.051238676482968294,0.035761745786446454,8,1.432778942332568,1.432778907276071,rainbow
0.5,4,0.22343871385416922,0.14194674527462944,0.35320513322251906,0.0,0.027929839231771152,0.01774334315932868,8,1.5741023990918,1.574102321466095,rainbow
0.5,5,0.2016159320422338,0.13877071506603852,0.34989368446273106,0.0,0.025201991505279225,0.017346339383254816,8,1.4528708776445916,1.4528708043575471,rainbow
