lambda,mu,line_id,cards,stability_flux,stability_noflux,delta_stability,meanmax_flux,stdmax_flux,meanmax_noflux,stdmax_noflux
0.4,0.75,30,5♠ 5♡ 5♢ 5♣,7.569205638084392,5.496927649954328,2.0722779881300637,0.06977141448389605,0.009217798778360809,0.06379831728891243,0.011606177368814833
0.4,0.75,31,1♠ 3♡ 5♣ 9♣,4.631093141772458,3.0576241968436504,1.5734689449288073,0.13163004087927188,0.028423103757505754,0.11750173463148555,0.03842909627441502
0.4,0.75,32,1♢ 4♢ 6♣ 8♡,7.713308997590559,8.440948714369267,-0.7276397167787074,0.07492867224692326,0.009714205961452999,0.06285772577668666,0.007446760773428486
0.4,0.75,33,5♢ 6♣ 9♠ 10♡,9.959911866814268,7.389635813413739,2.570276053400529,0.0728221077703698,0.007311521301007491,0.06586808349756967,0.008913576414416159
0.4,0.75,34,1♣ 4♣ 7♣ 9♡,7.3463092601750954,9.498944540415925,-2.1526352802408297,0.07869953070372547,0.010712798483772205,0.06830003783635635,0.007190276513959491
0.4,0.75,35,1♣ 2♣ 5♢ 8♣,5.257456879163953,8.19102842444247,-2.933571545278517,0.08879203312505762,0.01688878010145039,0.07852357536157384,0.009586534351077975
0.4,0.75,36,1♣ 3♣ 6♡ 10♢,15.055352039669886,7.343200856826934,7.712151182842952,0.0633486457200926,0.004207716003795394,0.05635932308967785,0.0076750349321142285
0.4,0.75,37,5♠ 6♢ 9♡ 10♣,8.930508081134318,6.644094192060698,2.2864138890736205,0.07589523883198838,0.00849842339791584,0.06511701137840603,0.00980073573553744
0.4,0.75,38,2♠ 4♡ 9♢ 10♢,11.02826286954705,8.832129182392048,2.196133687155001,0.06471051584899071,0.005867697987838087,0.05788322405425314,0.0065537112126542
0.4,0.75,39,2♠ 3♡ 6♣ 7♣,7.3463092601750954,9.498944540415925,-2.1526352802408297,0.07869953070372547,0.010712798483772205,0.06830003783635635,0.007190276513959491
0.41,0.75,0,2♡ 3♠ 8♡ 9♡,7.978033943072433,8.422007415573027,-0.44397347250059394,0.07500880267667932,0.009401915711553436,0.06352222127935483,0.007542408614114576
0.41,0.75,1,1♡ 3♠ 6♠ 10♠,13.932717903263782,8.842243743488815,5.090474159774967,0.06668943912246356,0.0047865348014288975,0.05841737495774895,0.006606623460336738
0.41,0.75,2,7♠ 7♡ 7♢ 7♣,7.475440638854639,9.14929132900632,-1.6738506901516814,0.07860856038225607,0.010515575493125739,0.06817438590177603,0.0074513296658988626
0.41,0.75,3,3♢ 4♣ 8♠ 10♡,11.978018581298755,19.58509270639816,-7.607074125099405,0.06097158592444732,0.005090289809672033,0.0539200493517097,0.0027531168812948647
0.41,0.75,4,2♣ 3♢ 6♢ 7♠,5.293460814357011,8.1725150240986,-2.8790542097415885,0.08904265694458643,0.016821255520222893,0.07869736509518957,0.009629516111396763
0.41,0.75,5,5♡ 7♣ 8♢ 10♠,7.475440638854639,9.14929132900632,-1.6738506901516814,0.07860856038225607,0.010515575493125739,0.06817438590177603,0.0074513296658988626
0.41,0.75,6,3♠ 3♡ 3♢ 3♣,10.24808955095636,8.529167213391682,1.7189223375646776,0.061310953016081485,0.005982671473666026,0.05592284368038763,0.006556659317521989
0.41,0.75,7,6♠ 6♡ 6♢ 6♣,14.061197390271047,8.322610087534866,5.738587302736182,0.06541278569800747,0.004652006787364113,0.056792412083037945,0.006823870334631969
0.41,0.75,8,3♡ 4♠ 8♣ 10♣,5.971682622587541,22.40602129353412,-16.43433867094658,0.06835307113435136,0.011446199581305588,0.05569905883638483,0.0024858968982796755
0.41,0.75,9,6♡ 7♢ 8♠ 9♣,13.85739932292009,12.664067326146412,1.1933319967736775,0.061922234298756935,0.004468532143425915,0.05349032384361563,0.004223787071407837
