u,v,w,z2_triangle_parity,s3_holonomy,s3_class,s3_sign
17,23,25,1,"(0, 1, 2)",id,0
17,23,30,0,"(2, 1, 0)",transposition,1
17,23,32,1,"(2, 1, 0)",transposition,1
17,23,34,0,"(0, 1, 2)",id,0
17,23,35,1,"(2, 0, 1)",3-cycle,0
17,23,36,0,"(2, 1, 0)",transposition,1
17,23,37,1,"(1, 2, 0)",3-cycle,0
17,23,43,0,"(0, 1, 2)",id,0
17,23,44,1,"(2, 0, 1)",3-cycle,0
17,24,26,1,"(1, 2, 0)",3-cycle,0
17,24,28,0,"(2, 0, 1)",3-cycle,0
17,24,32,1,"(2, 1, 0)",transposition,1
17,24,34,1,"(0, 1, 2)",id,0
17,24,35,0,"(0, 2, 1)",transposition,1
17,24,36,1,"(0, 2, 1)",transposition,1
17,24,37,0,"(2, 1, 0)",transposition,1
17,24,43,1,"(2, 0, 1)",3-cycle,0
17,24,44,0,"(2, 1, 0)",transposition,1
17,25,26,0,"(0, 1, 2)",id,0
17,25,28,1,"(1, 0, 2)",transposition,1
17,25,30,1,"(1, 2, 0)",3-cycle,0
17,25,32,1,"(2, 0, 1)",3-cycle,0
17,25,33,0,"(0, 1, 2)",id,0
17,25,34,0,"(0, 2, 1)",transposition,1
17,25,35,0,"(0, 2, 1)",transposition,1
17,25,36,1,"(2, 0, 1)",3-cycle,0
17,25,37,1,"(0, 2, 1)",transposition,1
17,25,38,1,"(1, 2, 0)",3-cycle,0
17,26,28,1,"(1, 0, 2)",transposition,1
17,26,30,1,"(0, 2, 1)",transposition,1
17,26,32,1,"(0, 1, 2)",id,0
17,26,33,1,"(0, 1, 2)",id,0
17,26,34,1,"(0, 1, 2)",id,0
17,26,35,1,"(0, 1, 2)",id,0
17,26,36,0,"(0, 1, 2)",id,0
17,26,37,0,"(2, 1, 0)",transposition,1
17,26,38,0,"(0, 1, 2)",id,0
17,28,30,0,"(1, 0, 2)",transposition,1
17,28,32,0,"(2, 0, 1)",3-cycle,0
17,28,33,1,"(0, 1, 2)",id,0
17,28,35,0,"(1, 2, 0)",3-cycle,0
17,28,36,1,"(0, 1, 2)",id,0
17,28,37,0,"(1, 0, 2)",transposition,1
17,28,42,0,"(2, 0, 1)",3-cycle,0
17,28,43,0,"(0, 2, 1)",transposition,1
17,28,44,0,"(1, 0, 2)",transposition,1
17,30,32,0,"(0, 2, 1)",transposition,1
17,30,34,0,"(2, 0, 1)",3-cycle,0
17,30,35,1,"(0, 1, 2)",id,0
17,30,36,0,"(0, 1, 2)",id,0
17,30,38,1,"(2, 1, 0)",transposition,1
17,30,42,0,"(0, 2, 1)",transposition,1
17,30,43,0,"(2, 1, 0)",transposition,1
17,30,44,0,"(0, 2, 1)",transposition,1
17,32,33,0,"(0, 1, 2)",id,0
17,32,34,1,"(0, 1, 2)",id,0
17,32,37,1,"(0, 2, 1)",transposition,1
17,32,38,0,"(1, 0, 2)",transposition,1
17,32,42,0,"(0, 1, 2)",id,0
17,32,43,0,"(2, 1, 0)",transposition,1
17,32,44,0,"(2, 1, 0)",transposition,1
17,33,34,0,"(0, 1, 2)",id,0
17,33,35,0,"(0, 2, 1)",transposition,1
17,33,37,1,"(1, 2, 0)",3-cycle,0
17,33,38,0,"(0, 1, 2)",id,0
17,33,42,0,"(2, 0, 1)",3-cycle,0
17,33,43,1,"(2, 0, 1)",3-cycle,0
17,34,35,0,"(0, 2, 1)",transposition,1
17,34,36,0,"(0, 1, 2)",id,0
17,34,38,1,"(1, 2, 0)",3-cycle,0
17,34,43,0,"(0, 1, 2)",id,0
17,34,44,1,"(1, 0, 2)",transposition,1
17,35,36,1,"(1, 0, 2)",transposition,1
17,35,37,0,"(2, 0, 1)",3-cycle,0
17,35,42,1,"(1, 0, 2)",transposition,1
17,35,44,0,"(2, 1, 0)",transposition,1
17,36,37,0,"(0, 1, 2)",id,0
17,36,38,0,"(0, 1, 2)",id,0
17,36,42,1,"(1, 2, 0)",3-cycle,0
17,36,43,0,"(0, 1, 2)",id,0
17,37,38,0,"(2, 1, 0)",transposition,1
17,37,43,1,"(1, 0, 2)",transposition,1
17,37,44,0,"(0, 1, 2)",id,0
17,38,42,0,"(0, 1, 2)",id,0
17,38,44,1,"(2, 1, 0)",transposition,1
17,42,43,0,"(0, 1, 2)",id,0
17,42,44,0,"(0, 2, 1)",transposition,1
17,43,44,0,"(2, 0, 1)",3-cycle,0
18,19,20,0,"(0, 1, 2)",id,0
18,19,21,0,"(2, 0, 1)",3-cycle,0
18,19,22,0,"(1, 0, 2)",transposition,1
18,19,23,0,"(0, 1, 2)",id,0
18,19,24,0,"(0, 1, 2)",id,0
18,19,25,1,"(0, 2, 1)",transposition,1
18,19,27,1,"(2, 1, 0)",transposition,1
18,19,29,0,"(0, 1, 2)",id,0
18,19,33,1,"(0, 1, 2)",id,0
18,19,34,0,"(0, 2, 1)",transposition,1
18,19,36,0,"(2, 1, 0)",transposition,1
18,19,38,1,"(2, 1, 0)",transposition,1
18,19,42,1,"(1, 2, 0)",3-cycle,0
18,19,43,0,"(2, 1, 0)",transposition,1
18,20,21,0,"(2, 0, 1)",3-cycle,0
18,20,22,0,"(0, 1, 2)",id,0
18,20,23,0,"(0, 1, 2)",id,0
18,20,24,0,"(0, 1, 2)",id,0
18,20,26,1,"(2, 1, 0)",transposition,1
18,20,27,1,"(2, 1, 0)",transposition,1
18,20,31,0,"(0, 1, 2)",id,0
18,20,33,0,"(1, 2, 0)",3-cycle,0
18,20,34,1,"(0, 1, 2)",id,0
18,20,36,1,"(0, 1, 2)",id,0
18,20,38,0,"(1, 0, 2)",transposition,1
18,20,42,0,"(0, 1, 2)",id,0
18,20,43,1,"(2, 0, 1)",3-cycle,0
18,21,22,0,"(1, 2, 0)",3-cycle,0
18,21,23,0,"(2, 1, 0)",transposition,1
18,21,24,0,"(2, 1, 0)",transposition,1
18,21,25,1,"(2, 0, 1)",3-cycle,0
18,21,29,1,"(2, 0, 1)",3-cycle,0
18,21,31,0,"(1, 2, 0)",3-cycle,0
18,21,33,0,"(1, 2, 0)",3-cycle,0
18,21,35,1,"(1, 2, 0)",3-cycle,0
18,21,37,1,"(2, 0, 1)",3-cycle,0
18,21,38,0,"(1, 2, 0)",3-cycle,0
18,21,42,0,"(0, 2, 1)",transposition,1
18,21,44,1,"(1, 0, 2)",transposition,1
18,22,23,0,"(0, 2, 1)",transposition,1
18,22,24,0,"(0, 2, 1)",transposition,1
18,22,26,1,"(2, 1, 0)",transposition,1
18,22,27,0,"(0, 1, 2)",id,0
18,22,29,1,"(1, 2, 0)",3-cycle,0
18,22,33,1,"(0, 1, 2)",id,0
18,22,35,0,"(2, 1, 0)",transposition,1
18,22,37,0,"(2, 1, 0)",transposition,1
18,22,38,1,"(1, 2, 0)",3-cycle,0
18,22,42,1,"(2, 1, 0)",transposition,1
18,22,44,0,"(0, 2, 1)",transposition,1
18,23,24,0,"(0, 1, 2)",id,0
18,23,25,1,"(1, 0, 2)",transposition,1
18,23,27,0,"(0, 2, 1)",transposition,1
18,23,31,1,"(1, 2, 0)",3-cycle,0
18,23,34,1,"(0, 1, 2)",id,0
18,23,35,0,"(2, 0, 1)",3-cycle,0
18,23,36,1,"(0, 1, 2)",id,0
18,23,37,0,"(2, 0, 1)",3-cycle,0
18,23,43,1,"(1, 0, 2)",transposition,1
18,23,44,0,"(0, 1, 2)",id,0
18,24,26,1,"(2, 1, 0)",transposition,1
18,24,29,0,"(2, 1, 0)",transposition,1
18,24,31,1,"(1, 2, 0)",3-cycle,0
18,24,34,0,"(0, 1, 2)",id,0
18,24,35,1,"(0, 1, 2)",id,0
18,24,36,0,"(0, 1, 2)",id,0
18,24,37,1,"(1, 0, 2)",transposition,1
18,24,43,0,"(0, 1, 2)",id,0
18,24,44,1,"(2, 0, 1)",3-cycle,0
18,25,26,0,"(0, 1, 2)",id,0
18,25,27,1,"(2, 1, 0)",transposition,1
18,25,29,1,"(1, 0, 2)",transposition,1
18,25,31,1,"(1, 2, 0)",3-cycle,0
18,25,33,1,"(0, 1, 2)",id,0
18,25,34,1,"(0, 2, 1)",transposition,1
18,25,35,1,"(0, 1, 2)",id,0
18,25,36,0,"(1, 0, 2)",transposition,1
18,25,37,0,"(1, 0, 2)",transposition,1
18,25,38,0,"(0, 1, 2)",id,0
18,26,27,1,"(0, 1, 2)",id,0
18,26,29,1,"(1, 2, 0)",3-cycle,0
18,26,31,1,"(1, 2, 0)",3-cycle,0
18,26,33,0,"(0, 1, 2)",id,0
18,26,34,0,"(0, 1, 2)",id,0
18,26,35,0,"(0, 1, 2)",id,0
18,26,36,1,"(2, 1, 0)",transposition,1
18,26,37,1,"(1, 0, 2)",transposition,1
18,26,38,1,"(1, 2, 0)",3-cycle,0
18,27,29,0,"(2, 0, 1)",3-cycle,0
18,27,31,0,"(2, 0, 1)",3-cycle,0
18,27,33,1,"(2, 1, 0)",transposition,1
18,27,35,0,"(2, 1, 0)",transposition,1
18,27,36,1,"(0, 2, 1)",transposition,1
18,27,37,0,"(2, 1, 0)",transposition,1
18,27,42,0,"(2, 0, 1)",3-cycle,0
18,27,43,0,"(1, 2, 0)",3-cycle,0
18,27,44,0,"(0, 2, 1)",transposition,1
18,29,31,0,"(2, 1, 0)",transposition,1
18,29,34,0,"(0, 1, 2)",id,0
18,29,35,1,"(0, 2, 1)",transposition,1
18,29,36,0,"(2, 1, 0)",transposition,1
18,29,38,1,"(2, 0, 1)",3-cycle,0
18,29,42,0,"(0, 2, 1)",transposition,1
18,29,43,0,"(0, 1, 2)",id,0
18,29,44,0,"(2, 1, 0)",transposition,1
18,31,33,0,"(1, 2, 0)",3-cycle,0
18,31,34,1,"(0, 1, 2)",id,0
18,31,37,1,"(2, 1, 0)",transposition,1
18,31,38,0,"(1, 0, 2)",transposition,1
18,31,42,0,"(0, 1, 2)",id,0
18,31,43,0,"(2, 0, 1)",3-cycle,0
18,31,44,0,"(0, 1, 2)",id,0
18,33,34,0,"(0, 1, 2)",id,0
18,33,35,0,"(0, 1, 2)",id,0
18,33,37,1,"(2, 1, 0)",transposition,1
18,33,38,0,"(2, 1, 0)",transposition,1
18,33,42,0,"(1, 2, 0)",3-cycle,0
18,33,43,1,"(0, 2, 1)",transposition,1
18,34,35,0,"(0, 1, 2)",id,0
18,34,36,0,"(0, 2, 1)",transposition,1
18,34,38,1,"(1, 2, 0)",3-cycle,0
18,34,43,0,"(2, 0, 1)",3-cycle,0
18,34,44,1,"(2, 1, 0)",transposition,1
18,35,36,1,"(2, 0, 1)",3-cycle,0
18,35,37,0,"(0, 1, 2)",id,0
18,35,42,1,"(1, 0, 2)",transposition,1
18,35,44,0,"(1, 2, 0)",3-cycle,0
18,36,37,0,"(2, 0, 1)",3-cycle,0
18,36,38,0,"(2, 1, 0)",transposition,1
18,36,42,1,"(0, 2, 1)",transposition,1
18,36,43,0,"(0, 1, 2)",id,0
18,37,38,0,"(2, 0, 1)",3-cycle,0
18,37,43,1,"(0, 2, 1)",transposition,1
18,37,44,0,"(1, 2, 0)",3-cycle,0
18,38,42,0,"(0, 1, 2)",id,0
18,38,44,1,"(2, 1, 0)",transposition,1
18,42,43,0,"(0, 1, 2)",id,0
18,42,44,0,"(2, 0, 1)",3-cycle,0
18,43,44,0,"(0, 2, 1)",transposition,1
19,20,21,0,"(0, 1, 2)",id,0
19,20,22,0,"(1, 0, 2)",transposition,1
19,20,23,0,"(0, 1, 2)",id,0
19,20,24,0,"(0, 1, 2)",id,0
19,20,27,0,"(0, 1, 2)",id,0
19,20,28,0,"(0, 1, 2)",id,0
19,20,33,1,"(0, 2, 1)",transposition,1
19,20,34,1,"(2, 0, 1)",3-cycle,0
19,20,36,1,"(2, 1, 0)",transposition,1
19,20,38,1,"(0, 1, 2)",id,0
19,20,39,1,"(0, 1, 2)",id,0
19,20,40,1,"(1, 0, 2)",transposition,1
19,20,41,1,"(2, 0, 1)",3-cycle,0
19,20,42,1,"(0, 1, 2)",id,0
19,20,43,1,"(0, 1, 2)",id,0
19,21,22,0,"(1, 0, 2)",transposition,1
19,21,23,0,"(0, 2, 1)",transposition,1
19,21,24,0,"(0, 2, 1)",transposition,1
19,21,25,0,"(2, 1, 0)",transposition,1
19,21,28,1,"(1, 0, 2)",transposition,1
19,21,29,1,"(1, 0, 2)",transposition,1
19,21,33,1,"(1, 0, 2)",transposition,1
19,21,38,1,"(1, 0, 2)",transposition,1
19,21,39,0,"(0, 1, 2)",id,0
19,21,40,0,"(2, 1, 0)",transposition,1
19,21,41,0,"(2, 1, 0)",transposition,1
19,21,42,1,"(1, 0, 2)",transposition,1
19,22,23,0,"(2, 0, 1)",3-cycle,0
19,22,24,0,"(2, 0, 1)",3-cycle,0
19,22,27,1,"(0, 2, 1)",transposition,1
19,22,29,1,"(0, 1, 2)",id,0
19,22,32,0,"(1, 0, 2)",transposition,1
19,22,33,0,"(1, 0, 2)",transposition,1
19,22,38,0,"(0, 1, 2)",id,0
19,22,39,1,"(1, 0, 2)",transposition,1
19,22,40,1,"(2, 0, 1)",3-cycle,0
19,22,41,1,"(0, 1, 2)",id,0
19,22,42,0,"(0, 1, 2)",id,0
19,23,24,0,"(0, 1, 2)",id,0
19,23,25,0,"(2, 0, 1)",3-cycle,0
19,23,27,1,"(2, 1, 0)",transposition,1
19,23,32,1,"(1, 2, 0)",3-cycle,0
19,23,34,1,"(2, 0, 1)",3-cycle,0
19,23,36,1,"(2, 1, 0)",transposition,1
19,23,39,0,"(0, 1, 2)",id,0
19,23,40,0,"(2, 0, 1)",3-cycle,0
19,23,41,0,"(2, 0, 1)",3-cycle,0
19,23,43,1,"(2, 1, 0)",transposition,1
19,24,28,1,"(1, 2, 0)",3-cycle,0
19,24,29,0,"(2, 1, 0)",transposition,1
19,24,32,1,"(1, 2, 0)",3-cycle,0
19,24,34,0,"(0, 2, 1)",transposition,1
19,24,36,0,"(2, 1, 0)",transposition,1
19,24,39,1,"(0, 1, 2)",id,0
19,24,40,1,"(0, 1, 2)",id,0
19,24,41,1,"(1, 2, 0)",3-cycle,0
19,24,43,0,"(2, 1, 0)",transposition,1
19,25,27,1,"(2, 0, 1)",3-cycle,0
19,25,28,1,"(2, 1, 0)",transposition,1
19,25,29,0,"(1, 2, 0)",3-cycle,0
19,25,32,0,"(1, 2, 0)",3-cycle,0
19,25,33,1,"(0, 2, 1)",transposition,1
19,25,34,0,"(2, 1, 0)",transposition,1
19,25,36,1,"(0, 1, 2)",id,0
19,25,38,0,"(0, 1, 2)",id,0
19,25,39,0,"(0, 2, 1)",transposition,1
19,25,40,0,"(0, 1, 2)",id,0
19,25,41,0,"(0, 1, 2)",id,0
19,27,28,0,"(0, 1, 2)",id,0
19,27,29,1,"(0, 1, 2)",id,0
19,27,32,1,"(0, 2, 1)",transposition,1
19,27,33,1,"(1, 2, 0)",3-cycle,0
19,27,36,0,"(0, 1, 2)",id,0
19,27,39,0,"(0, 1, 2)",id,0
19,27,41,1,"(0, 2, 1)",transposition,1
19,27,42,0,"(0, 2, 1)",transposition,1
19,27,43,1,"(2, 1, 0)",transposition,1
19,28,29,1,"(0, 1, 2)",id,0
19,28,32,1,"(1, 2, 0)",3-cycle,0
19,28,33,0,"(0, 1, 2)",id,0
19,28,36,1,"(0, 1, 2)",id,0
19,28,39,1,"(0, 1, 2)",id,0
19,28,41,0,"(1, 0, 2)",transposition,1
19,28,42,1,"(0, 2, 1)",transposition,1
19,28,43,0,"(0, 2, 1)",transposition,1
19,29,32,0,"(0, 1, 2)",id,0
19,29,34,0,"(0, 2, 1)",transposition,1
19,29,36,0,"(0, 1, 2)",id,0
19,29,38,0,"(0, 2, 1)",transposition,1
19,29,40,0,"(1, 0, 2)",transposition,1
19,29,41,1,"(0, 1, 2)",id,0
19,29,42,1,"(0, 2, 1)",transposition,1
19,29,43,0,"(2, 1, 0)",transposition,1
19,32,33,0,"(0, 1, 2)",id,0
19,32,34,0,"(0, 2, 1)",transposition,1
19,32,38,0,"(0, 1, 2)",id,0
19,32,39,1,"(0, 2, 1)",transposition,1
19,32,40,0,"(1, 2, 0)",3-cycle,0
19,32,42,0,"(0, 1, 2)",id,0
19,32,43,1,"(0, 1, 2)",id,0
19,33,34,1,"(2, 0, 1)",3-cycle,0
19,33,38,0,"(1, 0, 2)",transposition,1
19,33,39,1,"(0, 2, 1)",transposition,1
19,33,41,0,"(2, 1, 0)",transposition,1
19,33,42,0,"(2, 0, 1)",3-cycle,0
19,33,43,0,"(2, 1, 0)",transposition,1
19,34,36,0,"(2, 1, 0)",transposition,1
19,34,38,0,"(1, 2, 0)",3-cycle,0
19,34,39,1,"(0, 1, 2)",id,0
19,34,40,0,"(2, 0, 1)",3-cycle,0
19,34,43,0,"(0, 1, 2)",id,0
19,36,38,1,"(1, 0, 2)",transposition,1
19,36,39,0,"(0, 1, 2)",id,0
19,36,41,1,"(0, 2, 1)",transposition,1
19,36,42,0,"(0, 1, 2)",id,0
19,36,43,0,"(0, 1, 2)",id,0
19,38,40,0,"(2, 0, 1)",3-cycle,0
19,38,41,1,"(0, 2, 1)",transposition,1
19,38,42,0,"(1, 0, 2)",transposition,1
19,39,40,0,"(0, 2, 1)",transposition,1
19,39,41,0,"(0, 1, 2)",id,0
19,39,42,0,"(0, 1, 2)",id,0
19,40,41,0,"(0, 1, 2)",id,0
19,40,42,1,"(2, 0, 1)",3-cycle,0
19,40,43,1,"(2, 0, 1)",3-cycle,0
19,41,43,0,"(2, 1, 0)",transposition,1
19,42,43,1,"(2, 1, 0)",transposition,1
20,21,22,0,"(0, 1, 2)",id,0
20,21,23,0,"(0, 2, 1)",transposition,1
20,21,24,0,"(0, 2, 1)",transposition,1
20,21,28,1,"(1, 0, 2)",transposition,1
20,21,30,1,"(2, 0, 1)",3-cycle,0
20,21,31,0,"(0, 1, 2)",id,0
20,21,33,0,"(2, 0, 1)",3-cycle,0
20,21,38,0,"(1, 0, 2)",transposition,1
20,21,39,1,"(0, 1, 2)",id,0
20,21,40,1,"(1, 0, 2)",transposition,1
20,21,41,1,"(2, 0, 1)",3-cycle,0
20,21,42,0,"(1, 0, 2)",transposition,1
20,22,23,0,"(0, 2, 1)",transposition,1
20,22,24,0,"(0, 2, 1)",transposition,1
20,22,26,0,"(0, 1, 2)",id,0
20,22,27,1,"(1, 0, 2)",transposition,1
20,22,30,1,"(2, 0, 1)",3-cycle,0
20,22,33,1,"(1, 0, 2)",transposition,1
20,22,38,1,"(2, 0, 1)",3-cycle,0
20,22,39,0,"(0, 1, 2)",id,0
20,22,40,0,"(1, 2, 0)",3-cycle,0
20,22,41,0,"(2, 1, 0)",transposition,1
20,22,42,1,"(1, 0, 2)",transposition,1
20,23,24,0,"(0, 1, 2)",id,0
20,23,27,1,"(1, 2, 0)",3-cycle,0
20,23,30,0,"(2, 1, 0)",transposition,1
20,23,31,1,"(2, 1, 0)",transposition,1
20,23,34,0,"(0, 1, 2)",id,0
20,23,36,0,"(0, 1, 2)",id,0
20,23,39,1,"(0, 1, 2)",id,0
20,23,40,1,"(1, 2, 0)",3-cycle,0
20,23,41,1,"(2, 1, 0)",transposition,1
20,23,43,0,"(2, 1, 0)",transposition,1
20,24,26,0,"(0, 1, 2)",id,0
20,24,28,1,"(1, 2, 0)",3-cycle,0
20,24,31,1,"(2, 1, 0)",transposition,1
20,24,34,1,"(1, 0, 2)",transposition,1
20,24,36,1,"(2, 1, 0)",transposition,1
20,24,39,0,"(0, 1, 2)",id,0
20,24,40,0,"(1, 0, 2)",transposition,1
20,24,41,0,"(2, 0, 1)",3-cycle,0
20,24,43,1,"(1, 2, 0)",3-cycle,0
20,26,27,1,"(2, 1, 0)",transposition,1
20,26,28,1,"(1, 2, 0)",3-cycle,0
20,26,30,0,"(1, 2, 0)",3-cycle,0
20,26,31,0,"(0, 2, 1)",transposition,1
20,26,33,1,"(2, 0, 1)",3-cycle,0
20,26,34,0,"(2, 1, 0)",transposition,1
20,26,36,1,"(1, 0, 2)",transposition,1
20,26,38,0,"(1, 0, 2)",transposition,1
20,26,39,0,"(0, 1, 2)",id,0
20,26,40,0,"(0, 1, 2)",id,0
20,26,41,0,"(0, 2, 1)",transposition,1
20,27,28,0,"(0, 1, 2)",id,0
20,27,30,1,"(0, 2, 1)",transposition,1
20,27,31,1,"(2, 1, 0)",transposition,1
20,27,33,0,"(2, 1, 0)",transposition,1
20,27,36,1,"(0, 1, 2)",id,0
20,27,39,1,"(0, 1, 2)",id,0
20,27,41,0,"(1, 0, 2)",transposition,1
20,27,42,1,"(0, 2, 1)",transposition,1
20,27,43,0,"(2, 1, 0)",transposition,1
20,28,30,1,"(0, 2, 1)",transposition,1
20,28,31,1,"(2, 1, 0)",transposition,1
20,28,33,1,"(1, 0, 2)",transposition,1
20,28,36,0,"(2, 1, 0)",transposition,1
20,28,39,0,"(0, 1, 2)",id,0
20,28,41,1,"(0, 1, 2)",id,0
20,28,42,0,"(0, 2, 1)",transposition,1
20,28,43,1,"(0, 1, 2)",id,0
20,30,31,0,"(0, 1, 2)",id,0
20,30,34,0,"(2, 0, 1)",3-cycle,0
20,30,36,0,"(2, 1, 0)",transposition,1
20,30,38,0,"(0, 1, 2)",id,0
20,30,40,0,"(2, 0, 1)",3-cycle,0
20,30,41,1,"(0, 1, 2)",id,0
20,30,42,1,"(0, 2, 1)",transposition,1
20,30,43,0,"(0, 1, 2)",id,0
20,31,33,0,"(0, 1, 2)",id,0
20,31,34,0,"(0, 1, 2)",id,0
20,31,38,0,"(0, 1, 2)",id,0
20,31,39,1,"(0, 2, 1)",transposition,1
20,31,40,0,"(2, 0, 1)",3-cycle,0
20,31,42,0,"(0, 1, 2)",id,0
20,31,43,1,"(0, 1, 2)",id,0
20,33,34,1,"(0, 2, 1)",transposition,1
20,33,38,0,"(0, 1, 2)",id,0
20,33,39,1,"(1, 2, 0)",3-cycle,0
20,33,41,0,"(1, 2, 0)",3-cycle,0
20,33,42,0,"(2, 0, 1)",3-cycle,0
20,33,43,0,"(0, 2, 1)",transposition,1
20,34,36,0,"(2, 1, 0)",transposition,1
20,34,38,0,"(1, 0, 2)",transposition,1
20,34,39,1,"(0, 1, 2)",id,0
20,34,40,0,"(0, 1, 2)",id,0
20,34,43,0,"(2, 1, 0)",transposition,1
20,36,38,1,"(1, 0, 2)",transposition,1
20,36,39,0,"(2, 1, 0)",transposition,1
20,36,41,1,"(2, 1, 0)",transposition,1
20,36,42,0,"(2, 1, 0)",transposition,1
20,36,43,0,"(0, 1, 2)",id,0
20,38,40,0,"(1, 0, 2)",transposition,1
20,38,41,1,"(0, 1, 2)",id,0
20,38,42,0,"(1, 0, 2)",transposition,1
20,39,40,0,"(2, 0, 1)",3-cycle,0
20,39,41,0,"(0, 1, 2)",id,0
20,39,42,0,"(0, 1, 2)",id,0
20,40,41,0,"(0, 2, 1)",transposition,1
20,40,42,1,"(2, 1, 0)",transposition,1
20,40,43,1,"(1, 2, 0)",3-cycle,0
20,41,43,0,"(2, 1, 0)",transposition,1
20,42,43,1,"(1, 2, 0)",3-cycle,0
21,22,23,0,"(0, 1, 2)",id,0
21,22,24,0,"(0, 1, 2)",id,0
21,22,29,0,"(0, 1, 2)",id,0
21,22,30,0,"(0, 1, 2)",id,0
21,22,33,1,"(1, 2, 0)",3-cycle,0
21,22,35,1,"(2, 0, 1)",3-cycle,0
21,22,37,1,"(2, 1, 0)",transposition,1
21,22,38,1,"(0, 1, 2)",id,0
21,22,39,1,"(1, 0, 2)",transposition,1
21,22,40,1,"(2, 1, 0)",transposition,1
21,22,41,1,"(2, 1, 0)",transposition,1
21,22,42,1,"(2, 1, 0)",transposition,1
21,22,44,1,"(0, 1, 2)",id,0
21,23,24,0,"(0, 1, 2)",id,0
21,23,25,0,"(0, 1, 2)",id,0
21,23,30,1,"(2, 1, 0)",transposition,1
21,23,31,1,"(1, 2, 0)",3-cycle,0
21,23,35,1,"(2, 0, 1)",3-cycle,0
21,23,37,1,"(2, 1, 0)",transposition,1
21,23,39,0,"(0, 2, 1)",transposition,1
21,23,40,0,"(0, 1, 2)",id,0
21,23,41,0,"(0, 1, 2)",id,0
21,23,44,1,"(0, 1, 2)",id,0
21,24,28,0,"(0, 1, 2)",id,0
21,24,29,1,"(0, 1, 2)",id,0
21,24,31,1,"(1, 2, 0)",3-cycle,0
21,24,35,0,"(0, 2, 1)",transposition,1
21,24,37,0,"(0, 1, 2)",id,0
21,24,39,1,"(1, 2, 0)",3-cycle,0
21,24,40,1,"(2, 1, 0)",transposition,1
21,24,41,1,"(2, 1, 0)",transposition,1
21,24,44,0,"(0, 1, 2)",id,0
21,25,28,0,"(1, 0, 2)",transposition,1
21,25,29,1,"(1, 0, 2)",transposition,1
21,25,30,1,"(1, 0, 2)",transposition,1
21,25,31,0,"(0, 1, 2)",id,0
21,25,33,0,"(0, 2, 1)",transposition,1
21,25,35,1,"(1, 2, 0)",3-cycle,0
21,25,37,0,"(0, 2, 1)",transposition,1
21,25,38,1,"(2, 0, 1)",3-cycle,0
21,25,39,0,"(1, 2, 0)",3-cycle,0
21,25,40,0,"(0, 1, 2)",id,0
21,25,41,0,"(0, 1, 2)",id,0
21,28,29,1,"(0, 1, 2)",id,0
21,28,30,1,"(2, 1, 0)",transposition,1
21,28,31,0,"(1, 0, 2)",transposition,1
21,28,33,0,"(2, 1, 0)",transposition,1
21,28,35,0,"(0, 1, 2)",id,0
21,28,37,0,"(0, 1, 2)",id,0
21,28,39,0,"(1, 0, 2)",transposition,1
21,28,41,1,"(2, 1, 0)",transposition,1
21,28,42,1,"(2, 1, 0)",transposition,1
21,28,44,0,"(0, 1, 2)",id,0
21,29,30,0,"(0, 1, 2)",id,0
21,29,31,1,"(1, 0, 2)",transposition,1
21,29,35,1,"(1, 0, 2)",transposition,1
21,29,38,0,"(0, 1, 2)",id,0
21,29,40,1,"(0, 1, 2)",id,0
21,29,41,0,"(2, 1, 0)",transposition,1
21,29,42,1,"(0, 1, 2)",id,0
21,29,44,0,"(2, 1, 0)",transposition,1
21,30,31,1,"(1, 0, 2)",transposition,1
21,30,35,0,"(0, 1, 2)",id,0
21,30,38,1,"(0, 1, 2)",id,0
21,30,40,0,"(2, 1, 0)",transposition,1
21,30,41,1,"(0, 1, 2)",id,0
21,30,42,0,"(2, 1, 0)",transposition,1
21,30,44,1,"(2, 1, 0)",transposition,1
21,31,33,0,"(1, 2, 0)",3-cycle,0
21,31,37,0,"(1, 0, 2)",transposition,1
21,31,38,0,"(1, 0, 2)",transposition,1
21,31,39,0,"(0, 2, 1)",transposition,1
21,31,40,1,"(1, 0, 2)",transposition,1
21,31,42,0,"(1, 0, 2)",transposition,1
21,31,44,1,"(0, 2, 1)",transposition,1
21,33,35,1,"(1, 0, 2)",transposition,1
21,33,37,0,"(1, 0, 2)",transposition,1
21,33,38,0,"(2, 1, 0)",transposition,1
21,33,39,0,"(0, 1, 2)",id,0
21,33,41,1,"(0, 1, 2)",id,0
21,33,42,0,"(0, 2, 1)",transposition,1
21,35,37,0,"(0, 2, 1)",transposition,1
21,35,40,0,"(1, 0, 2)",transposition,1
21,35,41,1,"(0, 1, 2)",id,0
21,35,42,0,"(1, 0, 2)",transposition,1
21,35,44,0,"(0, 1, 2)",id,0
21,37,38,1,"(0, 2, 1)",transposition,1
21,37,39,0,"(2, 0, 1)",3-cycle,0
21,37,40,1,"(0, 1, 2)",id,0
21,37,44,0,"(0, 1, 2)",id,0
21,38,40,1,"(0, 2, 1)",transposition,1
21,38,41,0,"(2, 1, 0)",transposition,1
21,38,42,0,"(1, 0, 2)",transposition,1
21,38,44,0,"(0, 1, 2)",id,0
21,39,40,0,"(2, 0, 1)",3-cycle,0
21,39,41,0,"(2, 1, 0)",transposition,1
21,39,42,1,"(1, 2, 0)",3-cycle,0
