u,v,w,z2_triangle_parity,s3_holonomy,s3_class,s3_sign
8,10,23,0,"(1, 2, 0)",3-cycle,0
8,10,26,0,"(0, 1, 2)",id,0
8,10,28,1,"(0, 1, 2)",id,0
8,10,32,0,"(2, 1, 0)",transposition,1
8,10,33,0,"(0, 1, 2)",id,0
8,10,34,0,"(0, 1, 2)",id,0
8,10,35,0,"(0, 1, 2)",id,0
8,10,39,0,"(2, 0, 1)",3-cycle,0
8,10,41,1,"(0, 2, 1)",transposition,1
8,10,42,1,"(0, 1, 2)",id,0
8,10,44,0,"(2, 1, 0)",transposition,1
8,12,13,0,"(1, 0, 2)",transposition,1
8,12,15,1,"(2, 1, 0)",transposition,1
8,12,16,1,"(2, 0, 1)",3-cycle,0
8,12,18,1,"(1, 0, 2)",transposition,1
8,12,20,0,"(0, 1, 2)",id,0
8,12,23,0,"(2, 1, 0)",transposition,1
8,12,28,0,"(0, 1, 2)",id,0
8,12,29,1,"(1, 2, 0)",3-cycle,0
8,12,32,0,"(0, 2, 1)",transposition,1
8,12,34,0,"(1, 2, 0)",3-cycle,0
8,12,35,1,"(1, 2, 0)",3-cycle,0
8,12,36,0,"(0, 1, 2)",id,0
8,12,38,1,"(0, 2, 1)",transposition,1
8,12,39,0,"(0, 1, 2)",id,0
8,12,42,0,"(0, 1, 2)",id,0
8,12,44,0,"(1, 2, 0)",3-cycle,0
8,13,15,1,"(1, 2, 0)",3-cycle,0
8,13,16,1,"(1, 2, 0)",3-cycle,0
8,13,20,1,"(0, 2, 1)",transposition,1
8,13,21,0,"(0, 1, 2)",id,0
8,13,23,0,"(1, 0, 2)",transposition,1
8,13,26,1,"(0, 2, 1)",transposition,1
8,13,29,0,"(0, 1, 2)",id,0
8,13,32,0,"(0, 2, 1)",transposition,1
8,13,33,1,"(1, 2, 0)",3-cycle,0
8,13,34,0,"(1, 0, 2)",transposition,1
8,13,36,1,"(1, 2, 0)",3-cycle,0
8,13,38,0,"(0, 1, 2)",id,0
8,13,39,0,"(2, 0, 1)",3-cycle,0
8,13,41,0,"(0, 1, 2)",id,0
8,13,44,0,"(0, 1, 2)",id,0
8,15,16,0,"(0, 1, 2)",id,0
8,15,23,0,"(0, 1, 2)",id,0
8,15,24,0,"(0, 1, 2)",id,0
8,15,26,0,"(1, 2, 0)",3-cycle,0
8,15,28,0,"(2, 1, 0)",transposition,1
8,15,29,0,"(2, 0, 1)",3-cycle,0
8,15,31,0,"(0, 1, 2)",id,0
8,15,32,0,"(0, 1, 2)",id,0
8,15,33,1,"(2, 0, 1)",3-cycle,0
8,15,35,0,"(0, 1, 2)",id,0
8,15,36,0,"(1, 2, 0)",3-cycle,0
8,15,38,1,"(2, 0, 1)",3-cycle,0
8,15,41,0,"(0, 2, 1)",transposition,1
8,15,42,1,"(0, 1, 2)",id,0
8,16,18,0,"(2, 1, 0)",transposition,1
8,16,20,0,"(1, 0, 2)",transposition,1
8,16,21,0,"(0, 2, 1)",transposition,1
8,16,23,0,"(0, 1, 2)",id,0
8,16,24,0,"(0, 1, 2)",id,0
8,16,31,0,"(0, 1, 2)",id,0
8,16,32,0,"(0, 1, 2)",id,0
8,16,33,0,"(0, 1, 2)",id,0
8,16,35,1,"(1, 0, 2)",transposition,1
8,16,36,1,"(1, 0, 2)",transposition,1
8,16,38,0,"(0, 1, 2)",id,0
8,16,41,1,"(2, 0, 1)",3-cycle,0
8,16,42,0,"(2, 1, 0)",transposition,1
8,18,20,0,"(0, 2, 1)",transposition,1
8,18,21,0,"(1, 2, 0)",3-cycle,0
8,18,23,1,"(0, 1, 2)",id,0
8,18,24,1,"(2, 1, 0)",transposition,1
8,18,26,0,"(0, 1, 2)",id,0
8,18,29,1,"(0, 2, 1)",transposition,1
8,18,31,0,"(2, 0, 1)",3-cycle,0
8,18,33,0,"(0, 1, 2)",id,0
8,18,34,0,"(0, 1, 2)",id,0
8,18,35,0,"(0, 1, 2)",id,0
8,18,36,1,"(0, 1, 2)",id,0
8,18,38,0,"(2, 0, 1)",3-cycle,0
8,18,42,0,"(2, 0, 1)",3-cycle,0
8,18,44,1,"(1, 0, 2)",transposition,1
8,20,21,0,"(1, 0, 2)",transposition,1
8,20,23,1,"(0, 2, 1)",transposition,1
8,20,24,1,"(2, 1, 0)",transposition,1
8,20,26,1,"(1, 0, 2)",transposition,1
8,20,28,0,"(0, 1, 2)",id,0
8,20,31,0,"(2, 1, 0)",transposition,1
8,20,33,0,"(1, 0, 2)",transposition,1
8,20,34,1,"(1, 0, 2)",transposition,1
8,20,36,0,"(0, 1, 2)",id,0
8,20,38,0,"(1, 2, 0)",3-cycle,0
8,20,39,0,"(0, 1, 2)",id,0
8,20,41,1,"(1, 2, 0)",3-cycle,0
8,20,42,0,"(0, 1, 2)",id,0
8,21,23,1,"(1, 0, 2)",transposition,1
8,21,24,1,"(1, 2, 0)",3-cycle,0
8,21,28,1,"(1, 2, 0)",3-cycle,0
8,21,29,0,"(0, 1, 2)",id,0
8,21,31,0,"(1, 0, 2)",transposition,1
8,21,33,0,"(2, 0, 1)",3-cycle,0
8,21,35,1,"(1, 2, 0)",3-cycle,0
8,21,38,0,"(0, 1, 2)",id,0
8,21,39,1,"(1, 0, 2)",transposition,1
8,21,41,0,"(0, 1, 2)",id,0
8,21,42,0,"(2, 0, 1)",3-cycle,0
8,21,44,0,"(0, 1, 2)",id,0
8,23,24,0,"(0, 1, 2)",id,0
8,23,31,0,"(0, 1, 2)",id,0
8,23,32,0,"(0, 1, 2)",id,0
8,23,34,0,"(0, 1, 2)",id,0
8,23,35,1,"(0, 2, 1)",transposition,1
8,23,36,1,"(0, 1, 2)",id,0
8,23,39,0,"(0, 1, 2)",id,0
8,23,41,1,"(0, 2, 1)",transposition,1
8,23,44,0,"(0, 2, 1)",transposition,1
8,24,26,0,"(2, 1, 0)",transposition,1
8,24,28,0,"(1, 2, 0)",3-cycle,0
8,24,29,0,"(0, 2, 1)",transposition,1
8,24,31,0,"(0, 1, 2)",id,0
8,24,32,0,"(0, 1, 2)",id,0
8,24,34,1,"(0, 1, 2)",id,0
8,24,35,0,"(0, 1, 2)",id,0
8,24,36,0,"(2, 1, 0)",transposition,1
8,24,39,1,"(0, 1, 2)",id,0
8,24,41,0,"(2, 0, 1)",3-cycle,0
8,24,44,1,"(2, 1, 0)",transposition,1
8,26,28,0,"(0, 2, 1)",transposition,1
8,26,29,0,"(1, 2, 0)",3-cycle,0
8,26,31,1,"(0, 1, 2)",id,0
8,26,32,1,"(1, 2, 0)",3-cycle,0
8,26,33,0,"(0, 1, 2)",id,0
8,26,34,0,"(0, 1, 2)",id,0
8,26,35,0,"(0, 1, 2)",id,0
8,26,36,0,"(2, 0, 1)",3-cycle,0
8,26,38,1,"(1, 0, 2)",transposition,1
8,26,39,1,"(2, 1, 0)",transposition,1
8,26,41,0,"(1, 2, 0)",3-cycle,0
8,28,29,0,"(1, 0, 2)",transposition,1
8,28,31,1,"(2, 0, 1)",3-cycle,0
8,28,32,1,"(0, 2, 1)",transposition,1
8,28,33,1,"(0, 1, 2)",id,0
8,28,35,0,"(1, 0, 2)",transposition,1
8,28,36,0,"(0, 1, 2)",id,0
8,28,39,0,"(0, 1, 2)",id,0
8,28,41,0,"(1, 2, 0)",3-cycle,0
8,28,42,0,"(0, 1, 2)",id,0
8,28,44,1,"(0, 2, 1)",transposition,1
8,29,31,1,"(2, 1, 0)",transposition,1
8,29,32,1,"(1, 0, 2)",transposition,1
8,29,34,1,"(2, 0, 1)",3-cycle,0
8,29,35,0,"(1, 0, 2)",transposition,1
8,29,36,0,"(2, 0, 1)",3-cycle,0
8,29,38,0,"(0, 1, 2)",id,0
8,29,41,0,"(0, 1, 2)",id,0
8,29,42,1,"(1, 2, 0)",3-cycle,0
8,29,44,0,"(0, 1, 2)",id,0
8,31,32,0,"(0, 1, 2)",id,0
8,31,33,0,"(2, 0, 1)",3-cycle,0
8,31,34,1,"(0, 1, 2)",id,0
8,31,38,0,"(0, 2, 1)",transposition,1
8,31,39,1,"(2, 1, 0)",transposition,1
8,31,42,0,"(0, 1, 2)",id,0
8,31,44,1,"(2, 0, 1)",3-cycle,0
8,32,33,1,"(2, 0, 1)",3-cycle,0
8,32,34,0,"(2, 1, 0)",transposition,1
8,32,38,1,"(2, 1, 0)",transposition,1
8,32,39,0,"(2, 1, 0)",transposition,1
8,32,42,1,"(2, 1, 0)",transposition,1
8,32,44,0,"(0, 1, 2)",id,0
8,33,34,0,"(0, 1, 2)",id,0
8,33,35,0,"(0, 1, 2)",id,0
8,33,38,0,"(0, 1, 2)",id,0
8,33,39,1,"(0, 2, 1)",transposition,1
8,33,41,1,"(0, 1, 2)",id,0
8,33,42,0,"(2, 0, 1)",3-cycle,0
8,34,35,0,"(0, 1, 2)",id,0
8,34,36,1,"(2, 1, 0)",transposition,1
8,34,38,1,"(2, 0, 1)",3-cycle,0
8,34,39,0,"(0, 1, 2)",id,0
8,34,44,0,"(1, 2, 0)",3-cycle,0
8,35,36,0,"(0, 1, 2)",id,0
8,35,41,0,"(0, 1, 2)",id,0
8,35,42,1,"(2, 1, 0)",transposition,1
8,35,44,1,"(2, 0, 1)",3-cycle,0
8,36,38,1,"(2, 0, 1)",3-cycle,0
8,36,39,0,"(0, 1, 2)",id,0
8,36,41,0,"(1, 0, 2)",transposition,1
8,36,42,0,"(0, 1, 2)",id,0
8,38,41,0,"(0, 1, 2)",id,0
8,38,42,0,"(0, 1, 2)",id,0
8,38,44,0,"(0, 1, 2)",id,0
8,39,41,1,"(2, 1, 0)",transposition,1
8,39,42,0,"(0, 1, 2)",id,0
8,39,44,0,"(0, 1, 2)",id,0
8,41,44,0,"(0, 1, 2)",id,0
8,42,44,1,"(0, 2, 1)",transposition,1
9,10,11,0,"(0, 1, 2)",id,0
9,10,12,0,"(2, 0, 1)",3-cycle,0
9,10,13,0,"(1, 0, 2)",transposition,1
9,10,14,0,"(1, 2, 0)",3-cycle,0
9,10,15,0,"(0, 2, 1)",transposition,1
9,10,16,0,"(2, 0, 1)",3-cycle,0
9,10,17,0,"(0, 1, 2)",id,0
9,10,18,0,"(0, 1, 2)",id,0
9,10,25,0,"(0, 1, 2)",id,0
9,10,26,0,"(0, 1, 2)",id,0
9,10,33,1,"(0, 1, 2)",id,0
9,10,34,1,"(0, 1, 2)",id,0
9,10,35,1,"(0, 1, 2)",id,0
9,10,39,1,"(1, 2, 0)",3-cycle,0
9,10,40,1,"(2, 1, 0)",transposition,1
9,10,41,1,"(2, 1, 0)",transposition,1
9,10,42,1,"(2, 1, 0)",transposition,1
9,10,43,1,"(1, 2, 0)",3-cycle,0
9,10,44,1,"(1, 2, 0)",3-cycle,0
9,11,12,0,"(0, 2, 1)",transposition,1
9,11,13,0,"(0, 1, 2)",id,0
9,11,14,0,"(0, 1, 2)",id,0
9,11,15,0,"(2, 1, 0)",transposition,1
9,11,16,0,"(2, 1, 0)",transposition,1
9,11,17,1,"(1, 2, 0)",3-cycle,0
9,11,20,1,"(1, 2, 0)",3-cycle,0
9,11,24,0,"(1, 2, 0)",3-cycle,0
9,11,26,1,"(1, 2, 0)",3-cycle,0
9,11,27,1,"(2, 0, 1)",3-cycle,0
9,11,31,0,"(0, 1, 2)",id,0
9,11,34,0,"(0, 1, 2)",id,0
9,11,35,1,"(0, 2, 1)",transposition,1
9,11,39,0,"(0, 1, 2)",id,0
9,11,40,1,"(0, 1, 2)",id,0
9,11,42,1,"(2, 1, 0)",transposition,1
9,11,44,0,"(1, 0, 2)",transposition,1
9,12,13,0,"(0, 2, 1)",transposition,1
9,12,14,0,"(0, 2, 1)",transposition,1
9,12,15,0,"(2, 0, 1)",3-cycle,0
9,12,16,0,"(2, 0, 1)",3-cycle,0
9,12,18,1,"(1, 2, 0)",3-cycle,0
9,12,20,1,"(1, 0, 2)",transposition,1
9,12,22,0,"(0, 2, 1)",transposition,1
9,12,25,1,"(1, 2, 0)",3-cycle,0
9,12,27,1,"(2, 1, 0)",transposition,1
9,12,29,0,"(0, 2, 1)",transposition,1
9,12,34,1,"(0, 2, 1)",transposition,1
9,12,35,0,"(2, 0, 1)",3-cycle,0
9,12,39,1,"(1, 0, 2)",transposition,1
9,12,40,0,"(2, 0, 1)",3-cycle,0
9,12,42,0,"(0, 2, 1)",transposition,1
9,12,44,1,"(2, 0, 1)",3-cycle,0
9,13,14,0,"(0, 1, 2)",id,0
9,13,15,0,"(0, 1, 2)",id,0
9,13,16,0,"(0, 1, 2)",id,0
9,13,17,1,"(1, 2, 0)",3-cycle,0
9,13,20,0,"(0, 1, 2)",id,0
9,13,22,1,"(2, 1, 0)",transposition,1
9,13,26,1,"(2, 1, 0)",transposition,1
9,13,27,0,"(0, 1, 2)",id,0
9,13,29,1,"(0, 2, 1)",transposition,1
9,13,33,0,"(2, 0, 1)",3-cycle,0
9,13,34,1,"(2, 0, 1)",3-cycle,0
9,13,39,1,"(2, 1, 0)",transposition,1
9,13,41,0,"(2, 1, 0)",transposition,1
9,13,43,0,"(0, 2, 1)",transposition,1
9,13,44,1,"(1, 2, 0)",3-cycle,0
9,14,15,0,"(0, 1, 2)",id,0
9,14,16,0,"(0, 1, 2)",id,0
9,14,18,1,"(2, 1, 0)",transposition,1
9,14,22,1,"(2, 1, 0)",transposition,1
9,14,24,0,"(1, 2, 0)",3-cycle,0
9,14,25,1,"(2, 1, 0)",transposition,1
9,14,29,1,"(0, 2, 1)",transposition,1
9,14,31,0,"(1, 0, 2)",transposition,1
9,14,33,1,"(2, 1, 0)",transposition,1
9,14,34,0,"(1, 2, 0)",3-cycle,0
9,14,39,0,"(1, 0, 2)",transposition,1
9,14,41,1,"(2, 1, 0)",transposition,1
9,14,43,1,"(1, 0, 2)",transposition,1
9,14,44,0,"(0, 1, 2)",id,0
9,15,16,0,"(0, 1, 2)",id,0
9,15,17,1,"(1, 2, 0)",3-cycle,0
9,15,22,0,"(2, 1, 0)",transposition,1
9,15,24,1,"(2, 1, 0)",transposition,1
9,15,26,1,"(1, 2, 0)",3-cycle,0
9,15,29,0,"(2, 1, 0)",transposition,1
9,15,31,1,"(1, 2, 0)",3-cycle,0
9,15,33,1,"(0, 1, 2)",id,0
9,15,35,0,"(0, 1, 2)",id,0
9,15,40,0,"(0, 1, 2)",id,0
9,15,41,1,"(2, 0, 1)",3-cycle,0
9,15,42,0,"(2, 1, 0)",transposition,1
9,15,43,1,"(1, 0, 2)",transposition,1
9,16,18,1,"(2, 1, 0)",transposition,1
9,16,20,0,"(0, 1, 2)",id,0
9,16,24,1,"(2, 1, 0)",transposition,1
9,16,25,1,"(2, 0, 1)",3-cycle,0
9,16,27,0,"(0, 2, 1)",transposition,1
9,16,31,1,"(1, 2, 0)",3-cycle,0
9,16,33,0,"(0, 2, 1)",transposition,1
9,16,35,1,"(1, 2, 0)",3-cycle,0
9,16,40,1,"(2, 1, 0)",transposition,1
9,16,41,0,"(2, 0, 1)",3-cycle,0
9,16,42,1,"(0, 1, 2)",id,0
9,16,43,0,"(0, 1, 2)",id,0
9,17,18,0,"(0, 1, 2)",id,0
9,17,20,1,"(1, 2, 0)",3-cycle,0
9,17,22,1,"(2, 1, 0)",transposition,1
9,17,24,1,"(2, 1, 0)",transposition,1
9,17,25,0,"(0, 1, 2)",id,0
9,17,26,0,"(0, 1, 2)",id,0
9,17,33,0,"(0, 2, 1)",transposition,1
9,17,34,0,"(0, 1, 2)",id,0
9,17,35,0,"(0, 2, 1)",transposition,1
9,17,42,1,"(2, 1, 0)",transposition,1
9,17,43,1,"(1, 2, 0)",3-cycle,0
9,17,44,1,"(2, 0, 1)",3-cycle,0
9,18,20,1,"(1, 2, 0)",3-cycle,0
9,18,22,1,"(2, 1, 0)",transposition,1
9,18,24,1,"(2, 1, 0)",transposition,1
9,18,25,0,"(0, 1, 2)",id,0
9,18,26,0,"(0, 1, 2)",id,0
9,18,27,0,"(2, 1, 0)",transposition,1
9,18,29,0,"(0, 2, 1)",transposition,1
9,18,31,0,"(0, 2, 1)",transposition,1
9,18,33,1,"(0, 1, 2)",id,0
9,18,34,1,"(0, 1, 2)",id,0
9,18,35,1,"(0, 1, 2)",id,0
9,18,42,0,"(0, 1, 2)",id,0
9,18,43,0,"(0, 1, 2)",id,0
9,18,44,0,"(0, 2, 1)",transposition,1
9,20,22,0,"(1, 0, 2)",transposition,1
9,20,24,0,"(0, 1, 2)",id,0
9,20,26,0,"(2, 1, 0)",transposition,1
9,20,27,0,"(2, 1, 0)",transposition,1
9,20,31,1,"(2, 0, 1)",3-cycle,0
9,20,33,0,"(0, 2, 1)",transposition,1
9,20,34,1,"(0, 1, 2)",id,0
9,20,39,0,"(1, 0, 2)",transposition,1
9,20,40,0,"(1, 2, 0)",3-cycle,0
9,20,41,0,"(2, 1, 0)",transposition,1
9,20,42,1,"(1, 2, 0)",3-cycle,0
9,20,43,0,"(0, 2, 1)",transposition,1
9,22,24,0,"(1, 2, 0)",3-cycle,0
9,22,26,0,"(0, 2, 1)",transposition,1
9,22,27,1,"(2, 1, 0)",transposition,1
9,22,29,0,"(0, 1, 2)",id,0
9,22,33,1,"(0, 1, 2)",id,0
9,22,35,0,"(0, 1, 2)",id,0
9,22,39,0,"(0, 2, 1)",transposition,1
9,22,40,0,"(2, 1, 0)",transposition,1
9,22,41,0,"(1, 2, 0)",3-cycle,0
9,22,42,0,"(0, 1, 2)",id,0
9,22,44,1,"(2, 1, 0)",transposition,1
9,24,26,0,"(1, 0, 2)",transposition,1
9,24,29,1,"(0, 2, 1)",transposition,1
9,24,31,0,"(2, 0, 1)",3-cycle,0
9,24,34,0,"(2, 0, 1)",3-cycle,0
9,24,35,1,"(1, 0, 2)",transposition,1
9,24,39,0,"(2, 0, 1)",3-cycle,0
9,24,40,0,"(0, 2, 1)",transposition,1
9,24,41,0,"(2, 1, 0)",transposition,1
9,24,43,1,"(1, 0, 2)",transposition,1
9,24,44,0,"(2, 1, 0)",transposition,1
9,25,26,0,"(0, 1, 2)",id,0
9,25,27,1,"(2, 0, 1)",3-cycle,0
9,25,29,1,"(0, 1, 2)",id,0
9,25,31,1,"(1, 2, 0)",3-cycle,0
9,25,33,0,"(0, 2, 1)",transposition,1
9,25,34,0,"(0, 2, 1)",transposition,1
9,25,35,0,"(0, 1, 2)",id,0
9,25,39,1,"(1, 2, 0)",3-cycle,0
9,25,40,1,"(2, 1, 0)",transposition,1
9,25,41,1,"(2, 1, 0)",transposition,1
9,26,27,1,"(1, 0, 2)",transposition,1
9,26,29,1,"(0, 2, 1)",transposition,1
9,26,31,1,"(1, 2, 0)",3-cycle,0
9,26,33,1,"(0, 1, 2)",id,0
9,26,34,1,"(0, 1, 2)",id,0
9,26,35,1,"(0, 1, 2)",id,0
9,26,39,0,"(0, 2, 1)",transposition,1
9,26,40,0,"(0, 1, 2)",id,0
9,26,41,0,"(2, 1, 0)",transposition,1
9,27,29,0,"(2, 0, 1)",3-cycle,0
9,27,31,0,"(2, 0, 1)",3-cycle,0
9,27,33,0,"(0, 2, 1)",transposition,1
9,27,35,1,"(0, 1, 2)",id,0
9,27,39,1,"(2, 1, 0)",transposition,1
9,27,41,0,"(2, 1, 0)",transposition,1
9,27,42,0,"(1, 0, 2)",transposition,1
9,27,43,0,"(0, 2, 1)",transposition,1
9,27,44,0,"(2, 1, 0)",transposition,1
9,29,31,0,"(1, 0, 2)",transposition,1
9,29,34,1,"(0, 2, 1)",transposition,1
9,29,35,0,"(0, 1, 2)",id,0
9,29,40,0,"(2, 1, 0)",transposition,1
9,29,41,1,"(1, 2, 0)",3-cycle,0
9,29,42,0,"(0, 1, 2)",id,0
9,29,43,0,"(0, 2, 1)",transposition,1
9,29,44,0,"(1, 0, 2)",transposition,1
9,31,33,1,"(1, 0, 2)",transposition,1
9,31,34,0,"(0, 2, 1)",transposition,1
9,31,39,0,"(0, 1, 2)",id,0
9,31,40,1,"(0, 1, 2)",id,0
9,31,42,0,"(0, 2, 1)",transposition,1
9,31,43,0,"(2, 1, 0)",transposition,1
9,31,44,0,"(0, 1, 2)",id,0
9,33,34,0,"(0, 2, 1)",transposition,1
9,33,35,0,"(0, 2, 1)",transposition,1
9,33,39,1,"(1, 2, 0)",3-cycle,0
9,33,41,0,"(0, 2, 1)",transposition,1
9,33,42,1,"(0, 1, 2)",id,0
9,33,43,0,"(0, 2, 1)",transposition,1
9,34,35,0,"(0, 1, 2)",id,0
9,34,39,0,"(0, 1, 2)",id,0
9,34,40,1,"(2, 1, 0)",transposition,1
9,34,43,1,"(1, 2, 0)",3-cycle,0
9,34,44,0,"(1, 2, 0)",3-cycle,0
9,35,40,0,"(2, 1, 0)",transposition,1
9,35,41,1,"(2, 1, 0)",transposition,1
9,35,42,0,"(0, 1, 2)",id,0
9,35,44,1,"(1, 2, 0)",3-cycle,0
9,39,40,0,"(0, 1, 2)",id,0
9,39,41,0,"(2, 1, 0)",transposition,1
9,39,42,1,"(2, 1, 0)",transposition,1
9,39,44,0,"(0, 1, 2)",id,0
9,40,41,0,"(2, 0, 1)",3-cycle,0
9,40,42,0,"(2, 1, 0)",transposition,1
9,40,43,1,"(1, 2, 0)",3-cycle,0
9,41,43,0,"(2, 1, 0)",transposition,1
9,41,44,1,"(0, 2, 1)",transposition,1
9,42,43,0,"(0, 1, 2)",id,0
9,42,44,0,"(1, 0, 2)",transposition,1
9,43,44,0,"(0, 1, 2)",id,0
10,11,12,0,"(1, 0, 2)",transposition,1
10,11,13,0,"(1, 0, 2)",transposition,1
10,11,14,0,"(2, 0, 1)",3-cycle,0
10,11,15,0,"(1, 2, 0)",3-cycle,0
10,11,16,0,"(0, 2, 1)",transposition,1
10,11,17,1,"(1, 2, 0)",3-cycle,0
10,11,19,1,"(1, 2, 0)",3-cycle,0
10,11,21,0,"(0, 2, 1)",transposition,1
10,11,26,1,"(1, 2, 0)",3-cycle,0
10,11,28,1,"(2, 1, 0)",transposition,1
10,11,30,0,"(0, 1, 2)",id,0
10,11,34,1,"(0, 1, 2)",id,0
10,11,35,0,"(0, 2, 1)",transposition,1
10,11,39,1,"(1, 2, 0)",3-cycle,0
10,11,40,0,"(2, 1, 0)",transposition,1
10,11,42,0,"(0, 1, 2)",id,0
10,11,44,1,"(1, 2, 0)",3-cycle,0
10,12,13,0,"(0, 1, 2)",id,0
10,12,14,0,"(0, 2, 1)",transposition,1
10,12,15,0,"(2, 1, 0)",transposition,1
10,12,16,0,"(2, 0, 1)",3-cycle,0
10,12,18,1,"(0, 1, 2)",id,0
10,12,19,1,"(2, 1, 0)",transposition,1
10,12,23,0,"(1, 0, 2)",transposition,1
10,12,25,1,"(2, 0, 1)",3-cycle,0
10,12,28,1,"(1, 2, 0)",3-cycle,0
10,12,32,0,"(1, 0, 2)",transposition,1
10,12,34,0,"(1, 0, 2)",transposition,1
10,12,35,1,"(1, 2, 0)",3-cycle,0
10,12,39,0,"(1, 0, 2)",transposition,1
10,12,40,1,"(0, 1, 2)",id,0
10,12,42,1,"(1, 2, 0)",3-cycle,0
10,12,44,0,"(0, 1, 2)",id,0
10,13,14,0,"(0, 2, 1)",transposition,1
10,13,15,0,"(2, 0, 1)",3-cycle,0
10,13,16,0,"(2, 1, 0)",transposition,1
10,13,17,1,"(2, 1, 0)",transposition,1
10,13,21,1,"(2, 1, 0)",transposition,1
10,13,23,0,"(1, 0, 2)",transposition,1
10,13,26,1,"(1, 2, 0)",3-cycle,0
10,13,30,1,"(1, 2, 0)",3-cycle,0
10,13,32,0,"(0, 1, 2)",id,0
10,13,33,1,"(0, 1, 2)",id,0
10,13,34,0,"(0, 2, 1)",transposition,1
10,13,39,0,"(0, 1, 2)",id,0
10,13,41,1,"(2, 1, 0)",transposition,1
10,13,43,1,"(0, 2, 1)",transposition,1
10,13,44,0,"(1, 0, 2)",transposition,1
10,14,15,0,"(2, 1, 0)",transposition,1
10,14,16,0,"(2, 0, 1)",3-cycle,0
10,14,18,1,"(1, 0, 2)",transposition,1
10,14,19,0,"(1, 0, 2)",transposition,1
10,14,21,1,"(2, 0, 1)",3-cycle,0
10,14,25,1,"(0, 2, 1)",transposition,1
10,14,28,0,"(1, 2, 0)",3-cycle,0
10,14,30,1,"(1, 0, 2)",transposition,1
10,14,33,0,"(1, 0, 2)",transposition,1
10,14,34,1,"(2, 0, 1)",3-cycle,0
10,14,39,1,"(1, 0, 2)",transposition,1
10,14,41,0,"(1, 2, 0)",3-cycle,0
10,14,43,0,"(2, 1, 0)",transposition,1
10,14,44,1,"(1, 0, 2)",transposition,1
10,15,16,0,"(1, 0, 2)",transposition,1
10,15,17,1,"(1, 0, 2)",transposition,1
10,15,19,0,"(2, 1, 0)",transposition,1
10,15,23,1,"(2, 1, 0)",transposition,1
10,15,26,1,"(1, 0, 2)",transposition,1
10,15,28,0,"(0, 1, 2)",id,0
10,15,32,1,"(2, 0, 1)",3-cycle,0
10,15,33,0,"(0, 2, 1)",transposition,1
10,15,35,1,"(0, 2, 1)",transposition,1
10,15,40,1,"(2, 1, 0)",transposition,1
10,15,41,0,"(0, 1, 2)",id,0
10,15,42,1,"(0, 2, 1)",transposition,1
10,15,43,0,"(0, 1, 2)",id,0
10,16,18,1,"(0, 2, 1)",transposition,1
10,16,21,0,"(0, 1, 2)",id,0
10,16,23,1,"(1, 2, 0)",3-cycle,0
10,16,25,1,"(0, 1, 2)",id,0
10,16,30,0,"(0, 2, 1)",transposition,1
10,16,32,1,"(0, 2, 1)",transposition,1
10,16,33,1,"(2, 0, 1)",3-cycle,0
10,16,35,0,"(0, 1, 2)",id,0
10,16,40,0,"(2, 0, 1)",3-cycle,0
10,16,41,1,"(2, 1, 0)",transposition,1
10,16,42,0,"(0, 2, 1)",transposition,1
10,16,43,1,"(0, 2, 1)",transposition,1
10,17,18,0,"(0, 1, 2)",id,0
10,17,19,1,"(1, 2, 0)",3-cycle,0
10,17,21,1,"(1, 2, 0)",3-cycle,0
10,17,23,1,"(2, 0, 1)",3-cycle,0
10,17,25,0,"(0, 1, 2)",id,0
10,17,26,0,"(0, 1, 2)",id,0
10,17,28,0,"(0, 1, 2)",id,0
10,17,30,0,"(0, 2, 1)",transposition,1
10,17,32,0,"(0, 2, 1)",transposition,1
10,17,33,1,"(0, 1, 2)",id,0
10,17,34,1,"(0, 1, 2)",id,0
10,17,35,1,"(0, 2, 1)",transposition,1
10,17,42,0,"(0, 1, 2)",id,0
10,17,43,0,"(0, 1, 2)",id,0
10,17,44,0,"(1, 2, 0)",3-cycle,0
10,18,19,1,"(1, 2, 0)",3-cycle,0
10,18,21,1,"(2, 0, 1)",3-cycle,0
10,18,23,1,"(2, 0, 1)",3-cycle,0
10,18,25,0,"(0, 1, 2)",id,0
10,18,26,0,"(0, 1, 2)",id,0
10,18,33,0,"(0, 1, 2)",id,0
10,18,34,0,"(0, 1, 2)",id,0
10,18,35,0,"(0, 1, 2)",id,0
10,18,42,1,"(2, 1, 0)",transposition,1
10,18,43,1,"(2, 1, 0)",transposition,1
10,18,44,1,"(2, 0, 1)",3-cycle,0
10,19,21,0,"(1, 0, 2)",transposition,1
10,19,23,0,"(1, 0, 2)",transposition,1
10,19,25,0,"(0, 1, 2)",id,0
10,19,28,0,"(2, 1, 0)",transposition,1
10,19,32,1,"(2, 0, 1)",3-cycle,0
10,19,33,0,"(0, 1, 2)",id,0
10,19,34,1,"(2, 1, 0)",transposition,1
10,19,39,0,"(1, 0, 2)",transposition,1
10,19,40,0,"(0, 1, 2)",id,0
10,19,41,0,"(2, 1, 0)",transposition,1
10,19,42,1,"(1, 2, 0)",3-cycle,0
10,19,43,0,"(1, 2, 0)",3-cycle,0
10,21,23,0,"(0, 2, 1)",transposition,1
10,21,25,0,"(2, 1, 0)",transposition,1
10,21,28,1,"(2, 1, 0)",transposition,1
10,21,30,0,"(0, 2, 1)",transposition,1
