u,v,z2_voltage,quad_from,quad_to,s3_perm,s3_class,s3_sign
16,37,1,16,77,"(1, 0, 2)",transposition,1
16,38,1,16,75,"(0, 1, 2)",id,0
16,40,1,16,88,"(0, 1, 2)",id,0
16,41,0,16,64,"(0, 2, 1)",transposition,1
16,42,0,16,67,"(2, 1, 0)",transposition,1
16,43,1,16,82,"(0, 1, 2)",id,0
17,0,0,17,0,"(0, 1, 2)",id,0
17,1,0,17,1,"(0, 1, 2)",id,0
17,2,0,17,2,"(0, 1, 2)",id,0
17,3,1,17,42,"(1, 0, 2)",transposition,1
17,5,1,17,44,"(0, 1, 2)",id,0
17,7,1,17,43,"(0, 2, 1)",transposition,1
17,9,0,17,9,"(0, 1, 2)",id,0
17,10,0,17,10,"(0, 1, 2)",id,0
17,11,1,17,72,"(1, 0, 2)",transposition,1
17,13,1,17,74,"(0, 1, 2)",id,0
17,15,1,17,76,"(0, 2, 1)",transposition,1
17,18,0,17,18,"(0, 1, 2)",id,0
17,19,0,17,19,"(0, 1, 2)",id,0
17,20,0,17,20,"(0, 1, 2)",id,0
17,21,0,17,21,"(0, 1, 2)",id,0
17,22,0,17,22,"(0, 1, 2)",id,0
17,23,0,17,23,"(0, 1, 2)",id,0
17,24,0,17,24,"(0, 1, 2)",id,0
17,25,0,17,25,"(0, 1, 2)",id,0
17,26,0,17,26,"(0, 1, 2)",id,0
17,28,1,17,66,"(2, 0, 1)",3-cycle,0
17,30,1,17,70,"(0, 1, 2)",id,0
17,32,1,17,69,"(0, 2, 1)",transposition,1
17,33,1,17,45,"(0, 1, 2)",id,0
17,34,1,17,46,"(0, 1, 2)",id,0
17,35,1,17,47,"(0, 2, 1)",transposition,1
17,36,1,17,73,"(0, 1, 2)",id,0
17,37,1,17,77,"(2, 1, 0)",transposition,1
17,38,1,17,75,"(0, 1, 2)",id,0
17,42,0,17,67,"(0, 1, 2)",id,0
17,43,0,17,68,"(0, 1, 2)",id,0
17,44,0,17,71,"(1, 2, 0)",3-cycle,0
18,0,0,18,0,"(0, 1, 2)",id,0
18,1,0,18,1,"(0, 1, 2)",id,0
18,2,0,18,2,"(0, 1, 2)",id,0
18,4,1,18,48,"(2, 0, 1)",3-cycle,0
18,6,1,18,49,"(1, 2, 0)",3-cycle,0
18,8,1,18,50,"(0, 1, 2)",id,0
18,9,0,18,9,"(0, 1, 2)",id,0
18,10,0,18,10,"(0, 1, 2)",id,0
18,12,1,18,54,"(2, 1, 0)",transposition,1
18,14,1,18,58,"(0, 1, 2)",id,0
18,16,1,18,56,"(0, 1, 2)",id,0
18,17,0,18,17,"(0, 1, 2)",id,0
18,19,0,18,19,"(0, 1, 2)",id,0
18,20,0,18,20,"(0, 1, 2)",id,0
18,21,0,18,21,"(1, 2, 0)",3-cycle,0
18,22,0,18,22,"(0, 1, 2)",id,0
18,23,0,18,23,"(0, 1, 2)",id,0
18,24,0,18,24,"(0, 1, 2)",id,0
18,25,0,18,25,"(0, 1, 2)",id,0
18,26,0,18,26,"(0, 1, 2)",id,0
18,27,1,18,78,"(2, 0, 1)",3-cycle,0
18,29,1,18,81,"(0, 2, 1)",transposition,1
18,31,1,18,83,"(0, 1, 2)",id,0
18,33,0,18,51,"(0, 1, 2)",id,0
18,34,0,18,53,"(0, 1, 2)",id,0
18,35,0,18,52,"(0, 1, 2)",id,0
18,36,0,18,55,"(2, 1, 0)",transposition,1
18,37,0,18,57,"(1, 2, 0)",3-cycle,0
18,38,0,18,59,"(0, 1, 2)",id,0
18,42,1,18,79,"(0, 1, 2)",id,0
18,43,1,18,82,"(0, 1, 2)",id,0
18,44,1,18,80,"(0, 2, 1)",transposition,1
19,0,0,19,0,"(0, 1, 2)",id,0
19,2,1,19,34,"(2, 1, 0)",transposition,1
19,3,0,19,3,"(0, 1, 2)",id,0
19,4,0,19,4,"(0, 1, 2)",id,0
19,6,1,19,49,"(0, 1, 2)",id,0
19,7,1,19,43,"(0, 1, 2)",id,0
19,10,1,19,39,"(2, 1, 0)",transposition,1
19,11,0,19,11,"(0, 1, 2)",id,0
19,12,0,19,12,"(0, 1, 2)",id,0
19,14,1,19,58,"(0, 2, 1)",transposition,1
19,15,1,19,76,"(0, 2, 1)",transposition,1
19,17,0,19,17,"(0, 1, 2)",id,0
19,18,0,19,18,"(0, 1, 2)",id,0
19,20,0,19,20,"(0, 1, 2)",id,0
19,21,0,19,21,"(0, 1, 2)",id,0
19,22,0,19,22,"(1, 0, 2)",transposition,1
19,23,0,19,23,"(0, 1, 2)",id,0
19,24,0,19,24,"(0, 1, 2)",id,0
19,25,1,19,38,"(2, 1, 0)",transposition,1
19,27,0,19,27,"(0, 1, 2)",id,0
19,28,0,19,28,"(0, 1, 2)",id,0
19,29,1,19,81,"(0, 2, 1)",transposition,1
19,32,1,19,69,"(0, 2, 1)",transposition,1
19,33,1,19,45,"(0, 1, 2)",id,0
19,34,0,19,53,"(0, 2, 1)",transposition,1
19,36,0,19,55,"(0, 1, 2)",id,0
19,38,1,19,75,"(1, 0, 2)",transposition,1
19,39,0,19,61,"(0, 1, 2)",id,0
19,40,0,19,63,"(0, 2, 1)",transposition,1
19,41,0,19,64,"(0, 1, 2)",id,0
19,42,0,19,67,"(0, 1, 2)",id,0
19,43,1,19,82,"(2, 1, 0)",transposition,1
20,0,0,20,0,"(0, 1, 2)",id,0
20,1,1,20,35,"(1, 2, 0)",3-cycle,0
20,3,0,20,3,"(0, 1, 2)",id,0
20,4,0,20,4,"(0, 1, 2)",id,0
20,5,1,20,44,"(0, 2, 1)",transposition,1
20,8,1,20,50,"(0, 1, 2)",id,0
20,9,1,20,36,"(2, 1, 0)",transposition,1
20,11,0,20,11,"(0, 1, 2)",id,0
20,12,0,20,12,"(0, 1, 2)",id,0
20,13,1,20,74,"(0, 1, 2)",id,0
20,16,1,20,56,"(0, 2, 1)",transposition,1
20,17,0,20,17,"(0, 1, 2)",id,0
20,18,0,20,18,"(0, 1, 2)",id,0
20,19,0,20,19,"(0, 1, 2)",id,0
20,21,0,20,21,"(0, 1, 2)",id,0
20,22,0,20,22,"(0, 1, 2)",id,0
20,23,0,20,23,"(0, 1, 2)",id,0
20,24,0,20,24,"(0, 1, 2)",id,0
20,26,1,20,40,"(1, 2, 0)",3-cycle,0
20,27,0,20,27,"(0, 1, 2)",id,0
20,28,0,20,28,"(0, 1, 2)",id,0
20,30,1,20,70,"(0, 1, 2)",id,0
20,31,1,20,83,"(0, 1, 2)",id,0
20,33,0,20,51,"(1, 2, 0)",3-cycle,0
20,34,1,20,46,"(0, 1, 2)",id,0
20,36,1,20,73,"(2, 1, 0)",transposition,1
20,38,0,20,59,"(1, 0, 2)",transposition,1
20,39,1,20,85,"(0, 1, 2)",id,0
20,40,1,20,88,"(0, 1, 2)",id,0
20,41,1,20,86,"(0, 1, 2)",id,0
20,42,1,20,79,"(0, 1, 2)",id,0
20,43,0,20,68,"(2, 1, 0)",transposition,1
21,0,0,21,0,"(0, 1, 2)",id,0
21,2,1,21,34,"(2, 1, 0)",transposition,1
21,3,1,21,42,"(1, 0, 2)",transposition,1
21,5,0,21,5,"(0, 1, 2)",id,0
21,6,0,21,6,"(0, 1, 2)",id,0
21,8,1,21,50,"(2, 0, 1)",3-cycle,0
21,10,1,21,39,"(2, 1, 0)",transposition,1
21,11,1,21,72,"(1, 0, 2)",transposition,1
21,13,0,21,13,"(0, 1, 2)",id,0
21,14,0,21,14,"(0, 1, 2)",id,0
21,16,1,21,56,"(1, 0, 2)",transposition,1
21,17,0,21,17,"(0, 1, 2)",id,0
21,18,0,21,18,"(2, 0, 1)",3-cycle,0
21,19,0,21,19,"(0, 1, 2)",id,0
21,20,0,21,20,"(0, 1, 2)",id,0
21,22,0,21,22,"(0, 1, 2)",id,0
21,23,0,21,23,"(0, 2, 1)",transposition,1
21,24,0,21,24,"(0, 2, 1)",transposition,1
21,25,1,21,38,"(0, 1, 2)",id,0
21,28,1,21,66,"(1, 0, 2)",transposition,1
21,29,0,21,29,"(0, 1, 2)",id,0
21,30,0,21,30,"(0, 1, 2)",id,0
21,31,1,21,83,"(0, 1, 2)",id,0
21,33,0,21,51,"(0, 1, 2)",id,0
21,35,1,21,47,"(0, 1, 2)",id,0
21,37,1,21,77,"(0, 2, 1)",transposition,1
21,38,0,21,59,"(0, 1, 2)",id,0
21,39,0,21,61,"(0, 1, 2)",id,0
21,40,0,21,63,"(1, 2, 0)",3-cycle,0
21,41,0,21,64,"(2, 1, 0)",transposition,1
21,42,1,21,79,"(1, 0, 2)",transposition,1
21,44,0,21,71,"(0, 1, 2)",id,0
22,0,0,22,0,"(0, 1, 2)",id,0
22,1,1,22,35,"(2, 1, 0)",transposition,1
22,4,1,22,48,"(2, 0, 1)",3-cycle,0
22,5,0,22,5,"(0, 1, 2)",id,0
22,6,0,22,6,"(0, 1, 2)",id,0
22,7,1,22,43,"(1, 0, 2)",transposition,1
22,9,1,22,36,"(1, 2, 0)",3-cycle,0
22,12,1,22,54,"(2, 0, 1)",3-cycle,0
22,13,0,22,13,"(0, 1, 2)",id,0
22,14,0,22,14,"(0, 1, 2)",id,0
22,15,1,22,76,"(2, 0, 1)",3-cycle,0
22,17,0,22,17,"(0, 1, 2)",id,0
22,18,0,22,18,"(0, 1, 2)",id,0
22,19,0,22,19,"(1, 0, 2)",transposition,1
22,20,0,22,20,"(0, 1, 2)",id,0
22,21,0,22,21,"(0, 1, 2)",id,0
22,23,0,22,23,"(0, 2, 1)",transposition,1
22,24,0,22,24,"(0, 2, 1)",transposition,1
22,26,1,22,40,"(1, 2, 0)",3-cycle,0
22,27,1,22,78,"(2, 0, 1)",3-cycle,0
22,29,0,22,29,"(0, 1, 2)",id,0
22,30,0,22,30,"(0, 1, 2)",id,0
22,32,1,22,69,"(0, 2, 1)",transposition,1
22,33,1,22,45,"(0, 1, 2)",id,0
22,35,0,22,52,"(2, 1, 0)",transposition,1
22,37,0,22,57,"(0, 2, 1)",transposition,1
22,38,1,22,75,"(0, 1, 2)",id,0
22,39,1,22,85,"(0, 1, 2)",id,0
22,40,1,22,88,"(1, 2, 0)",3-cycle,0
22,41,1,22,86,"(2, 1, 0)",transposition,1
22,42,0,22,67,"(1, 0, 2)",transposition,1
22,44,1,22,80,"(0, 1, 2)",id,0
23,0,0,23,0,"(0, 1, 2)",id,0
23,2,1,23,34,"(2, 1, 0)",transposition,1
23,4,1,23,48,"(2, 0, 1)",3-cycle,0
23,5,1,23,44,"(1, 2, 0)",3-cycle,0
23,7,0,23,7,"(0, 1, 2)",id,0
23,8,0,23,8,"(0, 1, 2)",id,0
23,10,1,23,39,"(1, 0, 2)",transposition,1
23,12,1,23,54,"(2, 1, 0)",transposition,1
23,13,1,23,74,"(0, 1, 2)",id,0
23,15,0,23,15,"(0, 1, 2)",id,0
23,16,0,23,16,"(0, 1, 2)",id,0
23,17,0,23,17,"(0, 1, 2)",id,0
23,18,0,23,18,"(0, 1, 2)",id,0
23,19,0,23,19,"(0, 1, 2)",id,0
23,20,0,23,20,"(0, 1, 2)",id,0
23,21,0,23,21,"(0, 2, 1)",transposition,1
23,22,0,23,22,"(0, 2, 1)",transposition,1
23,24,0,23,24,"(0, 1, 2)",id,0
23,25,1,23,38,"(0, 2, 1)",transposition,1
23,27,1,23,78,"(2, 1, 0)",transposition,1
23,30,1,23,70,"(2, 1, 0)",transposition,1
23,31,0,23,31,"(0, 1, 2)",id,0
23,32,0,23,32,"(0, 1, 2)",id,0
23,34,1,23,46,"(0, 1, 2)",id,0
23,35,0,23,52,"(2, 0, 1)",3-cycle,0
23,36,1,23,73,"(2, 1, 0)",transposition,1
23,37,0,23,57,"(0, 1, 2)",id,0
23,39,0,23,61,"(0, 1, 2)",id,0
23,40,0,23,63,"(1, 0, 2)",transposition,1
23,41,0,23,64,"(2, 0, 1)",3-cycle,0
23,43,0,23,68,"(0, 1, 2)",id,0
23,44,1,23,80,"(0, 2, 1)",transposition,1
24,0,0,24,0,"(0, 1, 2)",id,0
24,1,1,24,35,"(1, 2, 0)",3-cycle,0
24,3,1,24,42,"(1, 0, 2)",transposition,1
24,6,1,24,49,"(2, 1, 0)",transposition,1
24,7,0,24,7,"(0, 1, 2)",id,0
24,8,0,24,8,"(0, 1, 2)",id,0
24,9,1,24,36,"(1, 2, 0)",3-cycle,0
24,11,1,24,72,"(1, 2, 0)",3-cycle,0
24,14,1,24,58,"(0, 2, 1)",transposition,1
24,15,0,24,15,"(0, 1, 2)",id,0
24,16,0,24,16,"(0, 1, 2)",id,0
24,17,0,24,17,"(0, 1, 2)",id,0
24,18,0,24,18,"(0, 1, 2)",id,0
24,19,0,24,19,"(0, 1, 2)",id,0
24,20,0,24,20,"(0, 1, 2)",id,0
24,21,0,24,21,"(0, 2, 1)",transposition,1
24,22,0,24,22,"(0, 2, 1)",transposition,1
24,23,0,24,23,"(0, 1, 2)",id,0
24,26,1,24,40,"(1, 2, 0)",3-cycle,0
24,28,1,24,66,"(1, 2, 0)",3-cycle,0
24,29,1,24,81,"(1, 2, 0)",3-cycle,0
24,31,0,24,31,"(0, 1, 2)",id,0
24,32,0,24,32,"(0, 1, 2)",id,0
24,34,0,24,53,"(0, 1, 2)",id,0
24,35,1,24,47,"(0, 1, 2)",id,0
24,36,0,24,55,"(2, 1, 0)",transposition,1
24,37,1,24,77,"(0, 1, 2)",id,0
24,39,1,24,85,"(0, 1, 2)",id,0
24,40,1,24,88,"(1, 0, 2)",transposition,1
24,41,1,24,86,"(2, 0, 1)",3-cycle,0
24,43,1,24,82,"(0, 1, 2)",id,0
24,44,0,24,71,"(0, 2, 1)",transposition,1
25,0,0,25,0,"(0, 1, 2)",id,0
25,1,0,25,1,"(0, 1, 2)",id,0
25,2,0,25,2,"(0, 1, 2)",id,0
25,3,1,25,42,"(2, 0, 1)",3-cycle,0
25,5,1,25,44,"(0, 2, 1)",transposition,1
25,7,1,25,43,"(0, 1, 2)",id,0
25,9,0,25,9,"(0, 1, 2)",id,0
25,10,0,25,10,"(0, 1, 2)",id,0
25,12,1,25,54,"(0, 1, 2)",id,0
25,14,1,25,58,"(0, 1, 2)",id,0
25,16,1,25,56,"(0, 2, 1)",transposition,1
25,17,0,25,17,"(0, 1, 2)",id,0
25,18,0,25,18,"(0, 1, 2)",id,0
25,19,1,25,84,"(1, 0, 2)",transposition,1
25,21,1,25,87,"(2, 1, 0)",transposition,1
25,23,1,25,89,"(0, 2, 1)",transposition,1
25,26,0,25,26,"(0, 1, 2)",id,0
25,27,0,25,27,"(0, 1, 2)",id,0
25,28,0,25,28,"(0, 1, 2)",id,0
25,29,0,25,29,"(0, 2, 1)",transposition,1
25,30,0,25,30,"(1, 2, 0)",3-cycle,0
25,31,0,25,31,"(0, 1, 2)",id,0
25,32,0,25,32,"(0, 2, 1)",transposition,1
25,33,1,25,45,"(0, 1, 2)",id,0
25,34,1,25,46,"(0, 2, 1)",transposition,1
25,35,1,25,47,"(0, 1, 2)",id,0
25,36,0,25,55,"(1, 2, 0)",3-cycle,0
25,37,0,25,57,"(2, 1, 0)",transposition,1
25,38,0,25,59,"(0, 1, 2)",id,0
25,39,1,25,85,"(0, 1, 2)",id,0
25,40,1,25,88,"(0, 1, 2)",id,0
25,41,1,25,86,"(0, 1, 2)",id,0
26,0,0,26,0,"(0, 1, 2)",id,0
26,1,0,26,1,"(0, 1, 2)",id,0
26,2,0,26,2,"(0, 1, 2)",id,0
26,4,1,26,48,"(2, 0, 1)",3-cycle,0
26,6,1,26,49,"(0, 1, 2)",id,0
26,8,1,26,50,"(0, 2, 1)",transposition,1
26,9,0,26,9,"(0, 1, 2)",id,0
26,10,0,26,10,"(0, 1, 2)",id,0
26,11,1,26,72,"(1, 0, 2)",transposition,1
26,13,1,26,74,"(0, 2, 1)",transposition,1
26,15,1,26,76,"(0, 2, 1)",transposition,1
26,17,0,26,17,"(0, 1, 2)",id,0
26,18,0,26,18,"(0, 1, 2)",id,0
26,20,1,26,60,"(2, 0, 1)",3-cycle,0
26,22,1,26,65,"(0, 2, 1)",transposition,1
26,24,1,26,62,"(0, 1, 2)",id,0
26,25,0,26,25,"(0, 1, 2)",id,0
26,27,0,26,27,"(2, 1, 0)",transposition,1
26,28,0,26,28,"(0, 1, 2)",id,0
26,29,0,26,29,"(0, 1, 2)",id,0
26,30,0,26,30,"(0, 2, 1)",transposition,1
26,31,0,26,31,"(0, 1, 2)",id,0
26,32,0,26,32,"(2, 1, 0)",transposition,1
26,33,0,26,51,"(0, 1, 2)",id,0
26,34,0,26,53,"(0, 1, 2)",id,0
26,35,0,26,52,"(0, 1, 2)",id,0
26,36,1,26,73,"(0, 1, 2)",id,0
26,37,1,26,77,"(0, 1, 2)",id,0
26,38,1,26,75,"(0, 1, 2)",id,0
26,39,0,26,61,"(0, 2, 1)",transposition,1
26,40,0,26,63,"(0, 1, 2)",id,0
26,41,0,26,64,"(0, 1, 2)",id,0
27,0,0,27,0,"(0, 1, 2)",id,0
27,2,1,27,34,"(1, 2, 0)",3-cycle,0
27,3,0,27,3,"(0, 1, 2)",id,0
27,4,0,27,4,"(0, 1, 2)",id,0
27,6,1,27,49,"(0, 2, 1)",transposition,1
27,7,1,27,43,"(0, 1, 2)",id,0
27,9,1,27,36,"(1, 0, 2)",transposition,1
27,11,0,27,11,"(0, 1, 2)",id,0
27,12,0,27,12,"(0, 1, 2)",id,0
27,13,1,27,74,"(0, 2, 1)",transposition,1
27,16,1,27,56,"(0, 2, 1)",transposition,1
27,18,1,27,41,"(1, 2, 0)",3-cycle,0
27,19,0,27,19,"(0, 1, 2)",id,0
27,20,0,27,20,"(0, 1, 2)",id,0
27,22,1,27,65,"(0, 2, 1)",transposition,1
27,23,1,27,89,"(0, 2, 1)",transposition,1
27,25,0,27,25,"(0, 1, 2)",id,0
27,26,0,27,26,"(2, 1, 0)",transposition,1
27,28,0,27,28,"(0, 1, 2)",id,0
27,29,0,27,29,"(1, 0, 2)",transposition,1
27,30,0,27,30,"(1, 0, 2)",transposition,1
27,31,0,27,31,"(0, 1, 2)",id,0
27,32,0,27,32,"(2, 1, 0)",transposition,1
27,33,0,27,51,"(0, 2, 1)",transposition,1
27,35,1,27,47,"(1, 0, 2)",transposition,1
27,36,0,27,55,"(0, 1, 2)",id,0
27,37,1,27,77,"(2, 1, 0)",transposition,1
27,39,0,27,61,"(0, 1, 2)",id,0
27,41,1,27,86,"(1, 0, 2)",transposition,1
27,42,0,27,67,"(0, 2, 1)",transposition,1
27,43,0,27,68,"(0, 1, 2)",id,0
27,44,0,27,71,"(1, 2, 0)",3-cycle,0
28,0,0,28,0,"(0, 1, 2)",id,0
28,1,1,28,35,"(2, 1, 0)",transposition,1
28,3,0,28,3,"(0, 1, 2)",id,0
28,4,0,28,4,"(0, 1, 2)",id,0
28,5,1,28,44,"(0, 1, 2)",id,0
28,8,1,28,50,"(0, 2, 1)",transposition,1
28,10,1,28,39,"(1, 2, 0)",3-cycle,0
28,11,0,28,11,"(0, 1, 2)",id,0
28,12,0,28,12,"(0, 1, 2)",id,0
28,14,1,28,58,"(0, 1, 2)",id,0
28,15,1,28,76,"(0, 1, 2)",id,0
28,17,1,28,37,"(2, 0, 1)",3-cycle,0
28,19,0,28,19,"(0, 1, 2)",id,0
28,20,0,28,20,"(0, 1, 2)",id,0
28,21,1,28,87,"(0, 1, 2)",id,0
28,24,1,28,62,"(0, 1, 2)",id,0
28,25,0,28,25,"(0, 1, 2)",id,0
28,26,0,28,26,"(0, 1, 2)",id,0
28,27,0,28,27,"(0, 1, 2)",id,0
28,29,0,28,29,"(1, 0, 2)",transposition,1
28,30,0,28,30,"(1, 0, 2)",transposition,1
28,31,0,28,31,"(0, 1, 2)",id,0
28,32,0,28,32,"(0, 1, 2)",id,0
28,33,1,28,45,"(0, 1, 2)",id,0
28,35,0,28,52,"(0, 1, 2)",id,0
28,36,1,28,73,"(0, 1, 2)",id,0
28,37,0,28,57,"(2, 1, 0)",transposition,1
28,39,1,28,85,"(0, 1, 2)",id,0
28,41,0,28,64,"(1, 0, 2)",transposition,1
28,42,1,28,79,"(0, 2, 1)",transposition,1
28,43,1,28,82,"(2, 0, 1)",3-cycle,0
28,44,1,28,80,"(1, 2, 0)",3-cycle,0
29,0,0,29,0,"(0, 1, 2)",id,0
29,2,1,29,34,"(1, 2, 0)",3-cycle,0
29,3,1,29,42,"(1, 0, 2)",transposition,1
29,5,0,29,5,"(0, 1, 2)",id,0
29,6,0,29,6,"(0, 1, 2)",id,0
29,8,1,29,50,"(0, 2, 1)",transposition,1
29,9,1,29,36,"(0, 1, 2)",id,0
29,12,1,29,54,"(1, 0, 2)",transposition,1
29,13,0,29,13,"(0, 1, 2)",id,0
29,14,0,29,14,"(0, 1, 2)",id,0
29,15,1,29,76,"(1, 0, 2)",transposition,1
29,18,1,29,41,"(2, 1, 0)",transposition,1
29,19,1,29,84,"(1, 0, 2)",transposition,1
29,21,0,29,21,"(0, 1, 2)",id,0
29,22,0,29,22,"(0, 1, 2)",id,0
29,24,1,29,62,"(1, 0, 2)",transposition,1
29,25,0,29,25,"(0, 2, 1)",transposition,1
29,26,0,29,26,"(0, 1, 2)",id,0
29,27,0,29,27,"(1, 0, 2)",transposition,1
29,28,0,29,28,"(1, 0, 2)",transposition,1
29,30,0,29,30,"(0, 1, 2)",id,0
29,31,0,29,31,"(0, 1, 2)",id,0
29,32,0,29,32,"(0, 1, 2)",id,0
29,34,1,29,46,"(0, 1, 2)",id,0
29,35,0,29,52,"(0, 1, 2)",id,0
29,36,1,29,73,"(1, 0, 2)",transposition,1
29,38,0,29,59,"(0, 1, 2)",id,0
29,40,1,29,88,"(0, 2, 1)",transposition,1
29,41,0,29,64,"(0, 1, 2)",id,0
29,42,0,29,67,"(2, 0, 1)",3-cycle,0
29,43,0,29,68,"(0, 1, 2)",id,0
29,44,0,29,71,"(2, 1, 0)",transposition,1
30,0,0,30,0,"(0, 1, 2)",id,0
30,1,1,30,35,"(1, 2, 0)",3-cycle,0
30,4,1,30,48,"(2, 0, 1)",3-cycle,0
30,5,0,30,5,"(0, 1, 2)",id,0
30,6,0,30,6,"(0, 1, 2)",id,0
30,7,1,30,43,"(0, 1, 2)",id,0
30,10,1,30,39,"(1, 2, 0)",3-cycle,0
30,11,1,30,72,"(2, 0, 1)",3-cycle,0
30,13,0,30,13,"(0, 1, 2)",id,0
30,14,0,30,14,"(0, 1, 2)",id,0
30,16,1,30,56,"(2, 0, 1)",3-cycle,0
30,17,1,30,37,"(0, 2, 1)",transposition,1
30,20,1,30,60,"(2, 0, 1)",3-cycle,0
30,21,0,30,21,"(0, 1, 2)",id,0
30,22,0,30,22,"(0, 1, 2)",id,0
30,23,1,30,89,"(2, 0, 1)",3-cycle,0
30,25,0,30,25,"(2, 0, 1)",3-cycle,0
30,26,0,30,26,"(0, 2, 1)",transposition,1
30,27,0,30,27,"(1, 0, 2)",transposition,1
30,28,0,30,28,"(1, 0, 2)",transposition,1
30,29,0,30,29,"(0, 1, 2)",id,0
30,31,0,30,31,"(0, 1, 2)",id,0
30,32,0,30,32,"(0, 1, 2)",id,0
30,34,0,30,53,"(2, 1, 0)",transposition,1
30,35,1,30,47,"(0, 1, 2)",id,0
30,36,0,30,55,"(1, 0, 2)",transposition,1
30,38,1,30,75,"(0, 1, 2)",id,0
30,40,0,30,63,"(0, 2, 1)",transposition,1
30,41,1,30,86,"(0, 1, 2)",id,0
30,42,1,30,79,"(2, 0, 1)",3-cycle,0
30,43,1,30,82,"(0, 2, 1)",transposition,1
30,44,1,30,80,"(2, 1, 0)",transposition,1
31,0,0,31,0,"(0, 1, 2)",id,0
31,2,1,31,34,"(2, 0, 1)",3-cycle,0
31,4,1,31,48,"(2, 1, 0)",transposition,1
31,5,1,31,44,"(2, 1, 0)",transposition,1
31,7,0,31,7,"(0, 1, 2)",id,0
31,8,0,31,8,"(0, 1, 2)",id,0
31,9,1,31,36,"(2, 1, 0)",transposition,1
31,11,1,31,72,"(2, 1, 0)",transposition,1
31,14,1,31,58,"(2, 1, 0)",transposition,1
31,15,0,31,15,"(0, 1, 2)",id,0
31,16,0,31,16,"(0, 1, 2)",id,0
31,18,1,31,41,"(2, 1, 0)",transposition,1
31,20,1,31,60,"(2, 1, 0)",transposition,1
31,21,1,31,87,"(0, 1, 2)",id,0
31,23,0,31,23,"(0, 1, 2)",id,0
31,24,0,31,24,"(0, 1, 2)",id,0
31,25,0,31,25,"(0, 1, 2)",id,0
31,26,0,31,26,"(0, 1, 2)",id,0
31,27,0,31,27,"(0, 1, 2)",id,0
31,28,0,31,28,"(0, 1, 2)",id,0
31,29,0,31,29,"(0, 1, 2)",id,0
31,30,0,31,30,"(0, 1, 2)",id,0
31,32,0,31,32,"(0, 1, 2)",id,0
31,33,1,31,45,"(2, 0, 1)",3-cycle,0
31,34,0,31,53,"(0, 1, 2)",id,0
31,37,0,31,57,"(0, 1, 2)",id,0
31,38,1,31,75,"(0, 2, 1)",transposition,1
31,39,1,31,85,"(2, 1, 0)",transposition,1
31,40,0,31,63,"(0, 1, 2)",id,0
31,42,0,31,67,"(0, 1, 2)",id,0
31,43,0,31,68,"(0, 1, 2)",id,0
31,44,0,31,71,"(0, 1, 2)",id,0
32,0,0,32,0,"(0, 1, 2)",id,0
32,1,1,32,35,"(1, 0, 2)",transposition,1
32,3,1,32,42,"(1, 2, 0)",3-cycle,0
32,6,1,32,49,"(1, 2, 0)",3-cycle,0
32,7,0,32,7,"(0, 1, 2)",id,0
32,8,0,32,8,"(0, 1, 2)",id,0
32,10,1,32,39,"(1, 2, 0)",3-cycle,0
32,12,1,32,54,"(0, 2, 1)",transposition,1
32,13,1,32,74,"(1, 2, 0)",3-cycle,0
32,15,0,32,15,"(0, 1, 2)",id,0
32,16,0,32,16,"(0, 1, 2)",id,0
32,17,1,32,37,"(1, 2, 0)",3-cycle,0
32,19,1,32,84,"(1, 2, 0)",3-cycle,0
32,22,1,32,65,"(0, 2, 1)",transposition,1
32,23,0,32,23,"(0, 1, 2)",id,0
32,24,0,32,24,"(0, 1, 2)",id,0
32,25,0,32,25,"(0, 2, 1)",transposition,1
32,26,0,32,26,"(2, 1, 0)",transposition,1
32,27,0,32,27,"(2, 1, 0)",transposition,1
32,28,0,32,28,"(0, 1, 2)",id,0
32,29,0,32,29,"(0, 1, 2)",id,0
32,30,0,32,30,"(0, 1, 2)",id,0
32,31,0,32,31,"(0, 1, 2)",id,0
32,33,0,32,51,"(0, 1, 2)",id,0
32,34,1,32,46,"(2, 1, 0)",transposition,1
32,37,1,32,77,"(0, 1, 2)",id,0
32,38,0,32,59,"(0, 2, 1)",transposition,1
32,39,0,32,61,"(2, 1, 0)",transposition,1
32,40,1,32,88,"(0, 2, 1)",transposition,1
32,42,1,32,79,"(0, 1, 2)",id,0
32,43,1,32,82,"(0, 1, 2)",id,0
32,44,1,32,80,"(0, 1, 2)",id,0
33,3,0,51,3,"(0, 1, 2)",id,0
33,4,1,51,48,"(0, 1, 2)",id,0
33,5,0,51,5,"(0, 1, 2)",id,0
33,6,1,51,49,"(0, 1, 2)",id,0
33,7,0,51,7,"(0, 1, 2)",id,0
33,8,1,51,50,"(0, 1, 2)",id,0
33,9,1,51,36,"(0, 2, 1)",transposition,1
33,10,0,51,10,"(0, 1, 2)",id,0
33,13,1,51,74,"(0, 2, 1)",transposition,1
33,14,0,51,14,"(2, 1, 0)",transposition,1
33,15,0,51,15,"(0, 1, 2)",id,0
33,16,1,51,56,"(0, 1, 2)",id,0
33,17,1,51,37,"(0, 2, 1)",transposition,1
33,18,0,51,18,"(0, 1, 2)",id,0
33,19,1,51,84,"(1, 0, 2)",transposition,1
33,20,0,51,20,"(2, 0, 1)",3-cycle,0
33,21,0,51,21,"(0, 1, 2)",id,0
